Dover Point,2012-08-02,7:11 AM,-0.7,L
Dover Point,2012-08-02,1:32 PM,7,H
Dover Point,2012-08-02,7:23 PM,-0.2,L
Dover Point,2012-08-03,1:45 AM,7.7,H
Dover Point,2012-08-03,7:58 AM,-0.7,L
Dover Point,2012-08-03,2:19 PM,7.1,H
Dover Point,2012-08-03,8:13 PM,-0.2,L
Dover Point,2012-08-04,2:33 AM,7.6,H
Dover Point,2012-08-04,8:44 AM,-0.6,L
Dover Point,2012-08-04,3:04 PM,7.1,H
Dover Point,2012-08-04,9:01 PM,-0.1,L
Dover Point,2012-08-05,3:19 AM,7.3,H
Dover Point,2012-08-05,9:27 AM,-0.3,L
Dover Point,2012-08-05,3:48 PM,7,H
Dover Point,2012-08-05,9:48 PM,0.1,L
Dover Point,2012-08-06,4:05 AM,6.9,H
Dover Point,2012-08-06,10:10 AM,0,L
Dover Point,2012-08-06,4:32 PM,6.8,H
Dover Point,2012-08-06,10:35 PM,0.3,L
Dover Point,2012-08-07,4:52 AM,6.6,H
Dover Point,2012-08-07,10:54 AM,0.3,L
Dover Point,2012-08-07,5:16 PM,6.6,H
Dover Point,2012-08-07,11:23 PM,0.5,L
Dover Point,2012-08-08,5:40 AM,6.2,H
Dover Point,2012-08-08,11:38 AM,0.7,L
Dover Point,2012-08-08,6:01 PM,6.4,H
Dover Point,2012-08-09,12:14 AM,0.7,L
Dover Point,2012-08-09,12:14 AM,0.7,L
Dover Point,2012-08-09,6:30 AM,5.9,H
Dover Point,2012-08-09,12:26 PM,1,L
Dover Point,2012-08-09,6:50 PM,6.3,H
Dover Point,2012-08-10,1:09 AM,0.9,L
Dover Point,2012-08-10,7:25 AM,5.6,H
Dover Point,2012-08-10,1:17 PM,1.2,L
Dover Point,2012-08-10,7:43 PM,6.2,H
Dover Point,2012-08-11,2:06 AM,1,L
Dover Point,2012-08-11,8:23 AM,5.4,H
Dover Point,2012-08-11,2:12 PM,1.4,L
Dover Point,2012-08-11,8:38 PM,6.1,H
Dover Point,2012-08-12,3:05 AM,1,L
Dover Point,2012-08-12,9:21 AM,5.4,H
Dover Point,2012-08-12,3:08 PM,1.4,L
Dover Point,2012-08-12,9:34 PM,6.2,H
Dover Point,2012-08-13,4:00 AM,0.9,L
Dover Point,2012-08-13,4:00 AM,0.9,L
Dover Point,2012-08-13,10:17 AM,5.5,H
Dover Point,2012-08-13,4:02 PM,1.3,L
Dover Point,2012-08-13,10:26 PM,6.3,H
Dover Point,2012-08-14,4:49 AM,0.7,L
Dover Point,2012-08-14,11:06 AM,5.7,H
Dover Point,2012-08-14,4:51 PM,1.1,L
Dover Point,2012-08-14,11:14 PM,6.5,H
Dover Point,2012-08-15,5:33 AM,0.5,L
Dover Point,2012-08-15,11:50 AM,5.9,H
Dover Point,2012-08-15,5:36 PM,0.8,L
Dover Point,2012-08-15,11:57 PM,6.8,H
Dover Point,2012-08-16,6:13 AM,0.2,L
Dover Point,2012-08-16,12:30 PM,6.2,H
Dover Point,2012-08-16,6:18 PM,0.5,L
Dover Point,2012-08-17,12:38 AM,7,H
Dover Point,2012-08-17,6:50 AM,0,L
Dover Point,2012-08-17,1:08 PM,6.5,H
Dover Point,2012-08-17,6:59 PM,0.3,L
Dover Point,2012-08-18,1:18 AM,7.2,H
Dover Point,2012-08-18,7:27 AM,-0.2,L
Dover Point,2012-08-18,1:46 PM,6.8,H
Dover Point,2012-08-18,7:40 PM,0,L
Dover Point,2012-08-19,1:59 AM,7.3,H
Dover Point,2012-08-19,8:06 AM,-0.3,L
Dover Point,2012-08-19,2:25 PM,7.1,H
Dover Point,2012-08-19,8:23 PM,-0.2,L
Dover Point,2012-08-20,2:42 AM,7.3,H
Dover Point,2012-08-20,8:46 AM,-0.4,L
Dover Point,2012-08-20,3:06 PM,7.3,H
Dover Point,2012-08-20,9:09 PM,-0.3,L
Dover Point,2012-08-21,3:27 AM,7.2,H
Dover Point,2012-08-21,9:30 AM,-0.4,L
Dover Point,2012-08-21,3:50 PM,7.4,H
Dover Point,2012-08-21,9:58 PM,-0.4,L
Dover Point,2012-08-22,4:16 AM,7,H
Dover Point,2012-08-22,10:16 AM,-0.2,L
Dover Point,2012-08-22,4:38 PM,7.4,H
Dover Point,2012-08-22,10:51 PM,-0.3,L
Dover Point,2012-08-23,5:09 AM,6.8,H
Dover Point,2012-08-23,11:07 AM,0,L
Dover Point,2012-08-23,5:31 PM,7.3,H
Dover Point,2012-08-23,11:49 PM,-0.2,L
Dover Point,2012-08-24,6:08 AM,6.5,H
Dover Point,2012-08-24,12:04 PM,0.2,L
Dover Point,2012-08-24,6:30 PM,7.2,H
Dover Point,2012-08-25,12:52 AM,0,L
Dover Point,2012-08-25,12:52 AM,0,L
Dover Point,2012-08-25,7:13 AM,6.2,H
Dover Point,2012-08-25,1:07 PM,0.4,L
Dover Point,2012-08-25,7:35 PM,7.1,H
Dover Point,2012-08-26,2:01 AM,0.1,L
Dover Point,2012-08-26,8:23 AM,6.1,H
Dover Point,2012-08-26,2:15 PM,0.6,L
Dover Point,2012-08-26,8:44 PM,7.1,H
Dover Point,2012-08-27,3:10 AM,0,L
Dover Point,2012-08-27,9:33 AM,6.2,H
Dover Point,2012-08-27,3:24 PM,0.5,L
Dover Point,2012-08-27,9:52 PM,7.1,H
Dover Point,2012-08-28,4:15 AM,-0.1,L
Dover Point,2012-08-28,10:38 AM,6.4,H
Dover Point,2012-08-28,4:29 PM,0.3,L
Dover Point,2012-08-28,10:55 PM,7.3,H
Dover Point,2012-08-29,5:14 AM,-0.3,L
Dover Point,2012-08-29,5:14 AM,-0.3,L
Dover Point,2012-08-29,11:35 AM,6.6,H
Dover Point,2012-08-29,5:28 PM,0.1,L
Dover Point,2012-08-29,11:52 PM,7.4,H
Dover Point,2012-08-30,6:06 AM,-0.4,L
