Trial,ESN,Name,Lat,Lng,Timestamp,Datetime,Order ,ID ,,,,
7,334954,UNHCMB,43.093432,-70.866752,1379669580,9/20/13 5:33,5236,LB33,,,,,0.20420753879567394
7,334954,UNHCMB,N/A,N/A,1379664900,9/20/13 4:15,5237,LB33,,,,
7,334954,UNHCMB,N/A,N/A,1379661360,9/20/13 3:16,5238,LB33,,,,
7,334954,UNHCMB,43.0878,-70.861151,1379658780,9/20/13 2:33,5239,LB33,,,,,0.7734954268253855
7,334954,UNHCMB,43.092059,-70.864992,1379655180,9/20/13 1:33,5240,LB33,,,,,0.5667074376314962
7,334954,UNHCMB,43.090374,-70.863297,1379651580,9/20/13 0:33,5241,LB33,,,,,0.23233867611367895
7,334954,UNHCMB,43.091104,-70.86997,1379647500,9/19/13 23:25,5242,LB33,,,,,0.5475672225748301
7,334954,UNHCMB,N/A,N/A,1379644380,9/19/13 22:33,5243,LB33,,,,
7,334954,UNHCMB,43.096565,-70.867395,1379636160,9/19/13 20:16,5244,LB33,,,,,0.6418210237446962
7,334954,UNHCMB,43.087531,-70.857697,1379632560,9/19/13 19:16,5245,LB33,,,,,1.2756095873597015
7,334954,UNHCMB,N/A,N/A,1379628960,9/19/13 18:16,5246,LB33,,,,
7,334954,UNHCMB,43.096694,-70.862975,1379625900,9/19/13 17:25,5247,LB33,,,,,1.1046537371595246
7,334954,UNHCMB,43.092166,-70.864971,1379621700,9/19/13 16:15,5248,LB33,,,,,0.5286005278624737
7,334954,UNHCMB,43.092155,-70.864928,1379618700,9/19/13 15:25,5249,LB33,,,,,0.003697349210593484
7,334954,UNHCMB,43.092102,-70.864348,1379614500,9/19/13 14:15,5250,LB33,,,,,0.047433944908827116
7,334954,UNHCMB,N/A,N/A,1379611860,9/19/13 13:31,5251,LB33,,,,
8,334954,UNHCMB,43.116907,-70.852461,1379175300,9/14/13 12:15,5252,LB34,,,,,2.920307085044854
8,334954,UNHCMB,43.116789,-70.852332,1379165100,9/14/13 9:25,5253,LB34,,,,,0.016776230241644444
8,334954,UNHCMB,43.116413,-70.852525,1379161920,9/14/13 8:32,5254,LB34,,,,,0.04461974968918863
8,334954,UNHCMB,43.116982,-70.852718,1379157300,9/14/13 7:15,5255,LB34,,,,,0.06513950803856175
8,334954,UNHCMB,43.116971,-70.852504,1379154300,9/14/13 6:25,5256,LB34,,,,,0.017401994139295
8,334954,UNHCMB,43.116757,-70.854564,1379150100,9/14/13 5:15,5257,LB34,,,,,0.16878473198906835
8,334954,UNHCMB,43.114128,-70.854886,1379147100,9/14/13 4:25,5258,LB34,,,,,0.29331327689864173
8,334954,UNHCMB,43.117057,-70.852547,1379142900,9/14/13 3:15,5259,LB34,,,,,0.3767502817432058
8,334954,UNHCMB,43.116864,-70.852697,1379139900,9/14/13 2:25,5260,LB34,,,,,0.02465824339648106
8,334954,UNHCMB,43.122464,-70.85407,1379136720,9/14/13 1:32,5261,LB34,,,,,0.6321875021470529
8,334954,UNHCMB,43.115684,-70.855916,1379132700,9/14/13 0:25,5262,LB34,,,,,0.7681635283210853
8,334954,UNHCMB,43.116939,-70.858684,1379129520,9/13/13 23:32,5263,LB34,,,,,0.26432014007204613
8,334954,UNHCMB,43.116928,-70.852547,1379125500,9/13/13 22:25,5264,LB34,,,,,0.4978160502049164
8,334954,UNHCMB,43.116961,-70.85259,1379121300,9/13/13 21:15,5265,LB34,,,,,0.005061043931645186
8,334954,UNHCMB,43.116832,-70.852418,1379118300,9/13/13 20:25,5266,LB34,,,,,0.020003945936407055
8,334954,UNHCMB,43.116982,-70.852504,1379114700,9/13/13 19:25,5267,LB34,,,,,0.01806967579806753
8,334954,UNHCMB,43.116961,-70.852547,1379106900,9/13/13 17:15,5268,LB34,,,,,0.004196681841270457
8,334954,UNHCMB,43.117003,-70.852547,1379099700,9/13/13 15:15,5269,LB34,,,,,0.0046672547652967245
8,334954,UNHCMB,43.116456,-70.860529,1379096160,9/13/13 14:16,5270,LB34,,,,,0.6503244498374308
8,334954,UNHCMB,43.116778,-70.852375,1379093520,9/13/13 13:32,5271,LB34,,,,,0.6623979752457003
8,334954,UNHCMB,43.117003,-70.852482,1379088900,9/13/13 12:15,5272,LB34,,,,,0.026466800852249454
8,334954,UNHCMB,43.11798,-70.852182,1379086320,9/13/13 11:32,5273,LB34,,,,,0.11126304025729129
8,334954,UNHCMB,43.116939,-70.852568,1379082300,9/13/13 10:25,5274,LB34,,,,,0.11984373214291058
8,334954,UNHCMB,43.117669,-70.853233,1379078100,9/13/13 9:15,5275,LB34,,,,,0.0974189715130329
8,334954,UNHCMB,43.117025,-70.852547,1379074500,9/13/13 8:15,5276,LB34,,,,,0.0906528917388846
8,334954,UNHCMB,43.116939,-70.852611,1379070900,9/13/13 7:15,5277,LB34,,,,,0.010875803882745599
8,334954,UNHCMB,43.117014,-70.852397,1379067300,9/13/13 6:15,5278,LB34,,,,,0.019256093706962817
8,334954,UNHCMB,43.117325,-70.852354,1379063700,9/13/13 5:15,5279,LB34,,,,,0.03473548102917706
8,334954,UNHCMB,43.117003,-70.852568,1379061120,9/13/13 4:32,5280,LB34,,,,,0.039770659784371075
8,334954,UNHCMB,43.116928,-70.852461,1379057100,9/13/13 3:25,5281,LB34,,,,,0.012033111595155051
8,334954,UNHCMB,43.11695,-70.852525,1379052900,9/13/13 2:15,5282,LB34,,,,,0.005738319062397762
8,334954,UNHCMB,43.123752,-70.854628,1379049900,9/13/13 1:25,5283,LB34,,,,,0.774881502422623
8,334954,UNHCMB,43.112766,-70.867524,1379042100,9/12/13 23:15,5284,LB34,,,,,1.6076836226056765
8,334954,UNHCMB,43.121907,-70.856388,1379039040,9/12/13 22:24,5285,LB34,,,,,1.3593423135733607
8,334954,UNHCMB,43.116928,-70.852547,1379031900,9/12/13 20:25,5286,LB34,,,,,0.6349803260722658
8,334954,UNHCMB,43.117143,-70.852053,1379028720,9/12/13 19:32,5287,LB34,,,,,0.04665365372088959
8,334954,UNHCMB,43.116928,-70.852504,1379021520,9/12/13 17:32,5288,LB34,,,,,0.04369425391099331
8,334954,UNHCMB,43.117851,-70.854049,1379013900,9/12/13 15:25,5289,LB34,,,,,0.1619462134837663
8,334954,UNHCMB,43.116982,-70.852976,1379009700,9/12/13 14:15,5290,LB34,,,,,0.1300034563986605
8,334954,UNHCMB,43.116928,-70.852525,1379006700,9/12/13 13:25,5291,LB34,,,,,0.037072598553228774
8,334954,UNHCMB,43.116918,-70.852461,1379003100,9/12/13 12:25,5292,LB34,,,,,0.005309085050629676
8,334954,UNHCMB,43.118162,-70.852182,1378999500,9/12/13 11:25,5293,LB34,,,,,0.14007990046323593
8,334954,UNHCMB,43.116027,-70.851688,1378996320,9/12/13 10:32,5294,LB34,,,,,0.24061235338064763
8,334954,UNHCMB,43.116982,-70.852461,1378992300,9/12/13 9:25,5295,LB34,,,,,0.12326465445782447
8,334954,UNHCMB,43.116049,-70.852718,1378989120,9/12/13 8:32,5296,LB34,,,,,0.10575486740556637
8,334954,UNHCMB,43.116939,-70.852568,1378984500,9/12/13 7:15,5297,LB34,,,,,0.09964701873485347
8,334954,UNHCMB,43.121177,-70.855186,1378973760,9/12/13 4:16,5298,LB34,,,,,0.5166116686193892
8,334954,UNHCMB,43.116907,-70.85259,1378971120,9/12/13 3:32,5299,LB34,,,,,0.5191290308533347
8,334954,UNHCMB,43.113849,-70.862868,1378966500,9/12/13 2:15,5300,LB34,,,,,0.9003343556028173
8,334954,UNHCMB,43.113602,-70.85628,1378962960,9/12/13 1:16,5301,LB34,,,,,0.5351306885542753
8,334954,UNHCMB,43.11577,-70.856323,1378959300,9/12/13 0:15,5302,LB34,,,,,0.24094449636734425
8,334954,UNHCMB,43.116982,-70.852203,1378956720,9/11/13 23:32,5303,LB34,,,,,0.3603227799610862
8,334954,UNHCMB,43.121821,-70.857418,1378952100,9/11/13 22:15,5304,LB34,,,,,0.6841738174268769
8,334954,UNHCMB,43.114986,-70.853426,1378948500,9/11/13 21:15,5305,LB34,,,,,0.8256844349289554
8,334954,UNHCMB,43.116971,-70.852482,1378944900,9/11/13 20:15,5306,LB34,,,,,0.23349696404955758
8,334954,UNHCMB,43.114997,-70.858448,1378941900,9/11/13 19:25,5307,LB34,,,,,0.5313453398614322
8,334954,UNHCMB,43.116896,-70.852461,1378937700,9/11/13 18:15,5308,LB34,,,,,0.5295213402279184
8,334954,UNHCMB,43.118237,-70.856302,1378930560,9/11/13 16:16,5309,LB34,,,,,0.3453701098684387
8,334954,UNHCMB,43.117551,-70.854006,1378927920,9/11/13 15:32,5310,LB34,,,,,0.20123915813357318
8,334954,UNHCMB,43.116982,-70.852504,1378924320,9/11/13 14:32,5311,LB34,,,,,0.13726725807634607
8,334954,UNHCMB,43.116864,-70.852375,1378919700,9/11/13 13:15,5312,LB34,,,,,0.01677622224184164
8,334954,UNHCMB,43.11695,-70.852504,1378916100,9/11/13 12:15,5313,LB34,,,,,0.014171407246092187
8,334954,UNHCMB,43.117003,-70.852525,1378913100,9/11/13 11:25,5314,LB34,,,,,0.006131028425895548
8,334954,UNHCMB,43.116091,-70.85598,1378908900,9/11/13 10:15,5315,LB34,,,,,0.2980219998679588
8,334954,UNHCMB,43.117325,-70.853255,1378901700,9/11/13 8:15,5316,LB34,,,,,0.26012465072071966
8,334954,UNHCMB,43.116156,-70.858705,1378898700,9/11/13 7:25,5317,LB34,,,,,0.46077947280081255
8,334954,UNHCMB,43.119096,-70.856581,1378895040,9/11/13 6:24,5318,LB34,,,,,0.36935347267075785
8,334954,UNHCMB,43.117025,-70.85289,1378891500,9/11/13 5:25,5319,LB34,,,,,0.37762820381966533
8,334954,UNHCMB,43.11886,-70.852697,1378887900,9/11/13 4:25,5320,LB34,,,,,0.20451465940925792
8,334954,UNHCMB,43.116982,-70.852547,1378883700,9/11/13 3:15,5321,LB34,,,,,0.20904735601957364
8,334954,UNHCMB,43.11695,-70.852482,1378880160,9/11/13 2:16,5322,LB34,,,,,0.006359673123134297
8,334954,UNHCMB,43.113409,-70.856001,1378877040,9/11/13 1:24,5323,LB34,,,,,0.4861318530621639
8,334954,UNHCMB,43.116961,-70.852482,1378872900,9/11/13 0:15,5324,LB34,,,,,0.4871218057340416
8,334954,UNHCMB,43.117036,-70.852439,1378869300,9/10/13 23:15,5325,LB34,,,,,0.00903483588492155
8,334954,UNHCMB,43.121896,-70.85849,1378865700,9/10/13 22:15,5326,LB34,,,,,0.7297780382440546
8,334954,UNHCMB,43.114128,-70.851624,1378862100,9/10/13 21:15,5327,LB34,,,,,1.0272923524223845
8,334954,UNHCMB,43.116971,-70.852525,1378854900,9/10/13 19:15,5328,LB34,,,,,0.3242727211115798
8,334954,UNHCMB,43.11695,-70.852482,1378851300,9/10/13 18:15,5329,LB34,,,,,0.004196682362019867
8,334954,UNHCMB,43.116993,-70.852504,1378848300,9/10/13 17:25,5330,LB34,,,,,0.005100745880863896
8,334954,UNHCMB,43.1174,-70.854027,1378841040,9/10/13 15:24,5331,LB34,,,,,0.13155922671549472
8,334954,UNHCMB,43.116918,-70.852482,1378836900,9/10/13 14:15,5332,LB34,,,,,0.13629131241704423
8,334954,UNHCMB,43.116993,-70.852633,1378833900,9/10/13 13:25,5333,LB34,,,,,0.014815241979718691
8,334954,UNHCMB,43.116971,-70.852633,1378829700,9/10/13 12:15,5334,LB34,,,,,0.0024447524969156698
8,334954,UNHCMB,43.117776,-70.852268,1378826100,9/10/13 11:15,5335,LB34,,,,,0.09422805891717687
8,334954,UNHCMB,43.115115,-70.854564,1378822500,9/10/13 10:15,5336,LB34,,,,,0.34946868498186556
8,334954,UNHCMB,43.118323,-70.854156,1378818900,9/10/13 9:15,5337,LB34,,,,,0.3580223456334762
8,334954,UNHCMB,43.116961,-70.852547,1378815300,9/10/13 8:15,5338,LB34,,,,,0.19985463819374907
8,334954,UNHCMB,43.116907,-70.85274,1378811700,9/10/13 7:15,5339,LB34,,,,,0.016766210497446192
8,334954,UNHCMB,43.116961,-70.852654,1378808700,9/10/13 6:25,5340,LB34,,,,,0.009201870494499258
8,334954,UNHCMB,43.116982,-70.852439,1378804500,9/10/13 5:15,5341,LB34,,,,,0.017595563632472184
8,334954,UNHCMB,43.11504,-70.857568,1378800900,9/10/13 4:15,5342,LB34,,,,,0.4686934163946673
8,334954,UNHCMB,43.115673,-70.857997,1378797300,9/10/13 3:15,5343,LB34,,,,,0.07847973352054292
8,334954,UNHCMB,43.116907,-70.85259,1378793700,9/10/13 2:15,5344,LB34,,,,,0.45954052757549174
8,334954,UNHCMB,43.114107,-70.85568,1378790640,9/10/13 1:24,5345,LB34,,,,,0.39955414884502927
8,334954,UNHCMB,43.116939,-70.852439,1378787040,9/10/13 0:24,5346,LB34,,,,,0.4100727197032594
8,334954,UNHCMB,43.116982,-70.85259,1378783500,9/9/13 23:25,5347,LB34,,,,,0.013147712202538932
8,334954,UNHCMB,43.11695,-70.852568,1378779300,9/9/13 22:15,5348,LB34,,,,,0.0039786752403331615
8,334954,UNHCMB,43.116918,-70.852482,1378775700,9/9/13 21:15,5349,LB34,,,,,0.00783010270260989
8,334954,UNHCMB,43.112122,-70.858147,1378772100,9/9/13 20:15,5350,LB34,,,,,0.7037216771073477
8,334954,UNHCMB,43.116875,-70.852439,1378768500,9/9/13 19:15,5351,LB34,,,,,0.7024044119822095
8,334954,UNHCMB,43.116961,-70.852525,1378764900,9/9/13 18:15,5352,LB34,,,,,0.011832034019252355
8,334954,UNHCMB,43.116918,-70.85259,1378761900,9/9/13 17:25,5353,LB34,,,,,0.007115702267823756
8,334954,UNHCMB,43.116961,-70.85259,1378757700,9/9/13 16:15,5354,LB34,,,,,0.0047783798799174715
8,334954,UNHCMB,43.11695,-70.852504,1378754100,9/9/13 15:15,5355,LB34,,,,,0.007082338314291065
8,334954,UNHCMB,43.116971,-70.852568,1378751520,9/9/13 14:32,5356,LB34,,,,,0.00569186162209544
8,334954,UNHCMB,43.116928,-70.852418,1378746900,9/9/13 13:15,5357,LB34,,,,,0.013072177503671309
8,334954,UNHCMB,43.116939,-70.852504,1378743300,9/9/13 12:15,5358,LB34,,,,,0.0070823407837228665
8,334954,UNHCMB,43.11695,-70.852525,1378740300,9/9/13 11:25,5359,LB34,,,,,0.002096655148564785
8,334954,UNHCMB,43.116435,-70.856431,1378736100,9/9/13 10:15,5360,LB34,,,,,0.321970951076693
8,334954,UNHCMB,43.116907,-70.852504,1378732500,9/9/13 9:15,5361,LB34,,,,,0.3228368545823419
8,334954,UNHCMB,43.116993,-70.852525,1378728900,9/9/13 8:15,5362,LB34,,,,,0.009707389746586309
8,334954,UNHCMB,43.116961,-70.85259,1378725900,9/9/13 7:25,5363,LB34,,,,,0.006359672337324229
8,334954,UNHCMB,43.117089,-70.852654,1378722300,9/9/13 6:25,5364,LB34,,,,,0.015141796601738228
8,334954,UNHCMB,43.116971,-70.852547,1378718700,9/9/13 5:25,5365,LB34,,,,,0.015725082864324492
8,334954,UNHCMB,43.116928,-70.852633,1378714500,9/9/13 4:15,5366,LB34,,,,,0.008455662960324482
8,334954,UNHCMB,43.116885,-70.852718,1378710900,9/9/13 3:15,5367,LB34,,,,,0.00838886948260276
8,334954,UNHCMB,43.116918,-70.852697,1378707360,9/9/13 2:16,5368,LB34,,,,,0.004043463418090784
8,334954,UNHCMB,43.116896,-70.852568,1378703700,9/9/13 1:15,5369,LB34,,,,,0.010745880187713499
8,334954,UNHCMB,43.116971,-70.852697,1378700100,9/9/13 0:15,5370,LB34,,,,,0.013377555079262212
8,334954,UNHCMB,43.116821,-70.852761,1378696500,9/8/13 23:15,5371,LB34,,,,,0.017458502878251677
8,334954,UNHCMB,43.116875,-70.852375,1378692900,9/8/13 22:15,5372,LB34,,,,,0.03188100988316252
8,334954,UNHCMB,43.116885,-70.852461,1378689300,9/8/13 21:15,5373,LB34,,,,,0.007064015252142525
8,334954,UNHCMB,43.116961,-70.852525,1378685700,9/8/13 20:15,5374,LB34,,,,,0.009913532210995137
8,334954,UNHCMB,43.116692,-70.85259,1378682100,9/8/13 19:15,5375,LB34,,,,,0.03035409793563921
8,334954,UNHCMB,43.115169,-70.850766,1378678500,9/8/13 18:15,5376,LB34,,,,,0.224800908671327
8,334954,UNHCMB,43.116896,-70.85259,1378674900,9/8/13 17:15,5377,LB34,,,,,0.24232751368089608
8,334954,UNHCMB,43.11695,-70.852675,1378671300,9/8/13 16:15,5378,LB34,,,,,0.009140528727064159
8,334954,UNHCMB,43.117036,-70.854242,1378667700,9/8/13 15:15,5379,LB34,,,,,0.12746884872234202
8,334954,UNHCMB,43.116982,-70.852611,1378664100,9/8/13 14:15,5380,LB34,,,,,0.13243755355619807
8,334954,UNHCMB,43.116918,-70.85259,1378660500,9/8/13 13:15,5381,LB34,,,,,0.007313166612538033
8,334954,UNHCMB,43.12063,-70.855165,1378656900,9/8/13 12:15,5382,LB34,,,,,0.46236337131298816
8,334954,UNHCMB,43.117411,-70.85259,1378653300,9/8/13 11:15,5383,LB34,,,,,0.4142269030973232
8,334954,UNHCMB,43.117025,-70.852654,1378649700,9/8/13 10:15,5384,LB34,,,,,0.04320731055990403
8,334954,UNHCMB,43.117003,-70.852675,1378646100,9/8/13 9:15,5385,LB34,,,,,0.0029796924840857133
8,334954,UNHCMB,43.116896,-70.853813,1378642500,9/8/13 8:15,5386,LB34,,,,,0.09307367034779736
8,334954,UNHCMB,43.117014,-70.85274,1378639500,9/8/13 7:25,5387,LB34,,,,,0.0880206354627524
8,334954,UNHCMB,43.1171,-70.852547,1378635300,9/8/13 6:15,5388,LB34,,,,,0.018341957695349763
8,334954,UNHCMB,43.117014,-70.852697,1378632300,9/8/13 5:25,5389,LB34,,,,,0.015471911560548524
8,334954,UNHCMB,43.11695,-70.852675,1378628100,9/8/13 4:15,5390,LB34,,,,,0.007332485285758753
8,334954,UNHCMB,43.116896,-70.852675,1378624500,9/8/13 3:15,5391,LB34,,,,,0.006000756128021867
8,334954,UNHCMB,43.116961,-70.852654,1378621500,9/8/13 2:25,5392,LB34,,,,,0.00742128034510155
8,334954,UNHCMB,43.116971,-70.852997,1378613700,9/8/13 0:15,5393,LB34,,,,,0.027845272206903002
8,334954,UNHCMB,43.117014,-70.85274,1378610100,9/7/13 23:15,5394,LB34,,,,,0.021387648888057515
8,334954,UNHCMB,43.117143,-70.852675,1378606500,9/7/13 22:15,5395,LB34,,,,,0.015274043558498982
8,334954,UNHCMB,43.115523,-70.854285,1378602900,9/7/13 21:15,5396,LB34,,,,,0.22240594154980042
8,334954,UNHCMB,43.116939,-70.85274,1378599300,9/7/13 20:15,5397,LB34,,,,,0.20116385093994757
8,334954,UNHCMB,43.114289,-70.851195,1378595700,9/7/13 19:15,5398,LB34,,,,,0.32004152572701183
8,334954,UNHCMB,43.116971,-70.852654,1378592700,9/7/13 18:25,5399,LB34,,,,,0.3206767932749769
8,334954,UNHCMB,43.117025,-70.852654,1378588500,9/7/13 17:15,5400,LB34,,,,,0.006000756128021867
8,334954,UNHCMB,43.117025,-70.852675,1378584900,9/7/13 16:15,5401,LB34,,,,,0.001703452812753404
8,334954,UNHCMB,43.116982,-70.852675,1378581300,9/7/13 15:15,5402,LB34,,,,,0.0047783798792105925
8,334954,UNHCMB,43.117089,-70.852675,1378577700,9/7/13 14:15,5403,LB34,,,,,0.011890387141422987
8,334954,UNHCMB,43.116896,-70.852633,1378574100,9/7/13 13:15,5404,LB34,,,,,0.021716056926716035
8,334954,UNHCMB,43.116993,-70.852611,1378570500,9/7/13 12:15,5405,LB34,,,,,0.010925862443942074
8,334954,UNHCMB,43.117121,-70.852439,1378566900,9/7/13 11:15,5406,LB34,,,,,0.019924437070484823
8,334954,UNHCMB,43.116961,-70.852718,1378563300,9/7/13 10:15,5407,LB34,,,,,0.028780505975972016
8,334954,UNHCMB,43.113935,-70.85156,1378559700,9/7/13 9:15,5408,LB34,,,,,0.3491386371461455
8,334954,UNHCMB,43.117014,-70.852675,1378556100,9/7/13 8:15,5409,LB34,,,,,0.3539071459077711
8,334954,UNHCMB,43.117014,-70.852697,1378553100,9/7/13 7:25,5410,LB34,,,,,0.00178456993342591
8,334954,UNHCMB,43.117036,-70.852611,1378549500,9/7/13 6:25,5411,LB34,,,,,0.007392023845395798
8,334954,UNHCMB,43.116413,-70.854092,1378545300,9/7/13 5:15,5412,LB34,,,,,0.13865510859156935
8,334954,UNHCMB,43.115501,-70.858254,1378541700,9/7/13 4:15,5413,LB34,,,,,0.35249717266156505
8,334954,UNHCMB,43.11695,-70.852697,1378538100,9/7/13 3:15,5414,LB34,,,,,0.47866782291017934
8,334954,UNHCMB,43.116746,-70.853105,1378534500,9/7/13 2:15,5415,LB34,,,,,0.04011528352387378
8,334954,UNHCMB,43.115437,-70.853834,1378530900,9/7/13 1:15,5416,LB34,,,,,0.1570234778370291
8,334954,UNHCMB,43.115362,-70.85377,1378527300,9/7/13 0:15,5417,LB34,,,,,0.009819103601370017
8,334954,UNHCMB,43.115426,-70.853663,1378523700,9/6/13 23:15,5418,LB34,,,,,0.011221334273974287
8,334954,UNHCMB,43.115394,-70.853748,1378520100,9/6/13 22:15,5419,LB34,,,,,0.007758073474668143
8,334954,UNHCMB,43.11533,-70.853748,1378516500,9/6/13 21:15,5420,LB34,,,,,0.007112007262212394
8,334954,UNHCMB,43.115394,-70.853598,1378512900,9/6/13 20:15,5421,LB34,,,,,0.014093872405774664
8,334954,UNHCMB,43.115308,-70.853727,1378509300,9/6/13 19:15,5422,LB34,,,,,0.014171603720116555
8,334954,UNHCMB,43.11534,-70.853941,1378506300,9/6/13 18:25,5423,LB34,,,,,0.017719950156257762
8,334954,UNHCMB,43.115351,-70.85377,1378502700,9/6/13 17:25,5424,LB34,,,,,0.013925108781790874
8,334954,UNHCMB,43.115426,-70.853727,1378498500,9/6/13 16:15,5425,LB34,,,,,0.009034871315793579
8,334954,UNHCMB,43.106554,-70.856752,1378494900,9/6/13 15:15,5426,LB34,,,,,1.0159848245608125
8,334954,UNHCMB,43.104848,-70.857933,1378491300,9/6/13 14:15,5427,LB34,,,,,0.2124175117944012
8,334954,UNHCMB,43.109579,-70.856152,1378487700,9/6/13 13:15,5428,LB34,,,,,0.5452275541773975
8,334954,UNHCMB,43.123698,-70.855572,1378484100,9/6/13 12:15,5429,LB34,,,,,1.5696807210560821
8,334954,UNHCMB,43.117851,-70.81094,1378480500,9/6/13 11:15,5430,LB34,,,,,3.678029251635729
8,334954,UNHCMB,43.087939,-70.762424,1378476900,9/6/13 10:15,5431,LB34,,,,,5.152069814391619
8,334954,UNHCMB,43.075118,-70.737598,1378473300,9/6/13 9:15,5432,LB34,,,,,2.46779013529711
8,334954,UNHCMB,43.078347,-70.74543,1378469700,9/6/13 8:15,5433,LB34,,,,,0.7300001075504183
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
12,334954,UNHCMB,43.167686,-70.828192,1377696300,8/28/13 9:25,5438,LB35,,,,,11.984242425392313
12,334954,UNHCMB,43.171881,-70.82418,1377692700,8/28/13 8:25,5439,LB35,,,,,0.5683689588268578
12,334954,UNHCMB,43.173823,-70.828772,1377688500,8/28/13 7:15,5440,LB35,,,,,0.4301931767978545
12,334954,UNHCMB,43.171989,-70.824437,1377684900,8/28/13 6:15,5441,LB35,,,,,0.4061546726301065
12,334954,UNHCMB,43.171817,-70.824244,1377681300,8/28/13 5:15,5442,LB35,,,,,0.02469783378904077
12,334954,UNHCMB,43.171753,-70.824244,1377677700,8/28/13 4:15,5443,LB35,,,,,0.007112007261505515
12,334954,UNHCMB,43.171806,-70.824308,1377674100,8/28/13 3:15,5444,LB35,,,,,0.0078479890917589
12,334954,UNHCMB,43.17186,-70.824201,1377670500,8/28/13 2:15,5445,LB35,,,,,0.010545510649571885
12,334954,UNHCMB,43.181731,-70.819953,1377666900,8/28/13 1:15,5446,LB35,,,,,1.1496655904216853
12,334954,UNHCMB,43.171881,-70.82448,1377663300,8/28/13 0:15,5447,LB35,,,,,1.1544238703810403
12,334954,UNHCMB,43.171892,-70.82418,1377659700,8/27/13 23:15,5448,LB35,,,,,0.024343920046114922
12,334954,UNHCMB,43.171935,-70.82418,1377656100,8/27/13 22:15,5449,LB35,,,,,0.0047783798792105925
12,334954,UNHCMB,43.171839,-70.824201,1377652500,8/27/13 21:15,5450,LB35,,,,,0.010802916474173732
12,334954,UNHCMB,43.171849,-70.824158,1377648900,8/27/13 20:15,5451,LB35,,,,,0.003657783405767698
12,334954,UNHCMB,43.171849,-70.82418,1377645300,8/27/13 19:15,5452,LB35,,,,,0.0017829699169118513
12,334954,UNHCMB,43.171806,-70.824158,1377641700,8/27/13 18:15,5453,LB35,,,,,0.005100186098528334
12,334954,UNHCMB,43.171871,-70.824223,1377639120,8/27/13 17:32,5454,LB35,,,,,0.008940025700873386
12,334954,UNHCMB,43.171796,-70.824158,1377635100,8/27/13 16:25,5455,LB35,,,,,0.009859633423793333
12,334954,UNHCMB,43.171839,-70.824201,1377631500,8/27/13 15:25,5456,LB35,,,,,0.005914171553797555
12,334954,UNHCMB,43.171892,-70.824201,1377627300,8/27/13 14:15,5457,LB35,,,,,0.005889631014107999
12,334954,UNHCMB,43.198736,-70.846045,1377623700,8/27/13 13:15,5458,LB35,,,,,3.4686046872532494
12,334954,UNHCMB,43.171839,-70.824137,1377620100,8/27/13 12:15,5459,LB35,,,,,3.476316652987476
12,334954,UNHCMB,43.171839,-70.82418,1377616500,8/27/13 11:15,5460,LB35,,,,,0.003484896317997247
12,334954,UNHCMB,43.171763,-70.823987,1377612900,8/27/13 10:15,5461,LB35,,,,,0.01777593312861147
12,334954,UNHCMB,43.17186,-70.824223,1377609300,8/27/13 9:15,5462,LB35,,,,,0.021954716438488675
12,334954,UNHCMB,43.17186,-70.824265,1377605700,8/27/13 8:15,5463,LB35,,,,,0.003403851046867368
12,334954,UNHCMB,43.171881,-70.824158,1377602100,8/27/13 7:15,5464,LB35,,,,,0.008980225229327735
12,334954,UNHCMB,43.171785,-70.824716,1377598500,8/27/13 6:15,5465,LB35,,,,,0.046463869136099394
12,334954,UNHCMB,43.171763,-70.824265,1377594900,8/27/13 5:15,5466,LB35,,,,,0.036632597040254074
12,334954,UNHCMB,43.170401,-70.824416,1377591300,8/27/13 4:15,5467,LB35,,,,,0.15184635121692688
12,334954,UNHCMB,43.161346,-70.841067,1377587700,8/27/13 3:15,5468,LB35,,,,,1.6834271836772585
12,334954,UNHCMB,43.171828,-70.824201,1377584100,8/27/13 2:15,5469,LB35,,,,,1.7959675333445235
12,334954,UNHCMB,43.171839,-70.824287,1377580500,8/27/13 1:15,5470,LB35,,,,,0.0070761728226267015
12,334954,UNHCMB,43.171924,-70.824223,1377576900,8/27/13 0:15,5471,LB35,,,,,0.010776043025541448
12,334954,UNHCMB,43.171871,-70.82418,1377573300,8/26/13 23:15,5472,LB35,,,,,0.006843407963569573
12,334954,UNHCMB,43.16995,-70.82536,1377569700,8/26/13 22:15,5473,LB35,,,,,0.23391404218771375
12,334954,UNHCMB,43.171871,-70.824051,1377566100,8/26/13 21:15,5474,LB35,,,,,0.23837942488469302
12,334954,UNHCMB,43.171817,-70.824115,1377562500,8/26/13 20:15,5475,LB35,,,,,0.00793172091050899
12,334954,UNHCMB,43.171849,-70.824158,1377558900,8/26/13 19:15,5476,LB35,,,,,0.004978922228320237
12,334954,UNHCMB,43.169864,-70.822206,1377555300,8/26/13 18:15,5477,LB35,,,,,0.27144880435655866
12,334954,UNHCMB,43.171796,-70.824201,1377551700,8/26/13 17:15,5478,LB35,,,,,0.2687668933356422
12,334954,UNHCMB,43.172096,-70.825489,1377548100,8/26/13 16:15,5479,LB35,,,,,0.10957892016424858
