Trial,ESN,Name,Lat,Lng,Timestamp,Datetime,Order ,ID ,,,,
19,948758,UNHCMB,43.095728,-70.873919,1344241020,8/6/12 4:17,10299,,,,,,0.008457656644256304
19,948758,UNHCMB,43.095717,-70.87394,1344237420,8/6/12 3:17,10300,,,,,,0.0020971350695453018
19,948758,UNHCMB,43.095728,-70.873919,1344233820,8/6/12 2:17,10301,,,,,,0.0020971350695453018
19,948758,UNHCMB,43.09576,-70.873919,1344230220,8/6/12 1:17,10302,,,,,,0.003556003631106197
19,948758,UNHCMB,43.09575,-70.873876,1344226620,8/6/12 0:17,10303,,,,,,0.0036619171632362893
19,948758,UNHCMB,43.095696,-70.873876,1344223020,8/5/12 23:17,10304,,,,,,0.006000756128728746
19,948758,UNHCMB,43.095739,-70.873876,1344219420,8/5/12 22:17,10305,,,,,,0.0047783798799174715
19,948758,UNHCMB,43.095728,-70.873897,1344215820,8/5/12 21:17,10306,,,,,,0.0020971348208219643
19,948758,UNHCMB,43.095771,-70.873897,1344212220,8/5/12 20:17,10307,,,,,,0.0047783798792105925
19,948758,UNHCMB,43.09575,-70.87394,1344208620,8/5/12 19:17,10308,,,,,,0.0041976866009266235
19,948758,UNHCMB,43.095717,-70.873876,1344205020,8/5/12 18:17,10309,,,,,,0.006357515507960215
19,948758,UNHCMB,43.095685,-70.873854,1344201420,8/5/12 17:17,10310,,,,,,0.003978953390997855
19,948758,UNHCMB,43.095771,-70.873983,1344197820,8/5/12 16:17,10311,,,,,,0.014174081195157461
19,948758,UNHCMB,43.095707,-70.873961,1344194220,8/5/12 15:17,10312,,,,,,0.007332636060936647
19,948758,UNHCMB,43.095707,-70.87394,1344190620,8/5/12 14:17,10313,,,,,,0.0017040461490137717
19,948758,UNHCMB,43.095535,-70.873919,1344187020,8/5/12 13:17,10314,,,,,,0.019189330623597137
19,948758,UNHCMB,43.095599,-70.874004,1344183720,8/5/12 12:22,10315,,,,,,0.009907271125403004
19,948758,UNHCMB,43.095589,-70.874047,1344179820,8/5/12 11:17,10316,,,,,,0.0036619259045356954
19,948758,UNHCMB,43.095589,-70.874026,1344176220,8/5/12 10:17,10317,,,,,,0.0017040494336471581
19,948758,UNHCMB,43.095632,-70.873961,1344172620,8/5/12 9:17,10318,,,,,,0.007117063901024343
19,948758,UNHCMB,43.095557,-70.873983,1344169020,8/5/12 8:17,10319,,,,,,0.008523430521418587
19,948758,UNHCMB,43.095578,-70.87394,1344165420,8/5/12 7:17,10320,,,,,,0.0041976957418881754
19,948758,UNHCMB,43.095374,-70.874348,1344161820,8/5/12 6:17,10321,,,,,,0.04012481864431337
19,948758,UNHCMB,43.095599,-70.875099,1344158220,8/5/12 5:17,10322,,,,,,0.06587002424195064
19,948758,UNHCMB,43.095621,-70.875914,1344154620,8/5/12 4:17,10323,,,,,,0.06617849655699035
19,948758,UNHCMB,43.095664,-70.875421,1344151320,8/5/12 3:22,10324,,,,,,0.040288922357346414
19,948758,UNHCMB,43.095256,-70.875034,1344147420,8/5/12 2:17,10325,,,,,,0.05515246174701476
19,948758,UNHCMB,43.091919,-70.874112,1344144120,8/5/12 1:22,10326,,,,,,0.37829696668379575
19,948758,UNHCMB,43.090514,-70.872159,1344140220,8/5/12 0:17,10327,,,,,,0.22247525761117304
19,948758,UNHCMB,43.089044,-70.86864,1344136620,8/4/12 23:17,10328,,,,,,0.3289966194777072
19,948758,UNHCMB,43.087993,-70.86688,1344133020,8/4/12 22:17,10329,,,,,,0.1845033444269811
19,948758,UNHCMB,43.08825,-70.866687,1344129420,8/4/12 21:17,10330,,,,,,0.03257227089470404
19,948758,UNHCMB,43.090332,-70.870357,1344126180,8/4/12 20:23,10331,,,,,,0.3771384679471853
19,948758,UNHCMB,43.092703,-70.875099,1344122520,8/4/12 19:22,10332,,,,,,0.4663731943888058
19,948758,UNHCMB,43.09502,-70.878189,1344118620,8/4/12 18:17,10333,,,,,,0.35939920940938797
19,948758,UNHCMB,43.097069,-70.880442,1344115020,8/4/12 17:17,10334,,,,,,0.29200666039736495
19,948758,UNHCMB,43.097788,-70.882394,1344111420,8/4/12 16:17,10335,,,,,,0.17740195937506226
19,948758,UNHCMB,43.097767,-70.882351,1344107820,8/4/12 15:17,10336,,,,,,0.004197591069369503
19,948758,UNHCMB,43.096737,-70.880656,1344104220,8/4/12 14:17,10337,,,,,,0.17893397648064402
19,948758,UNHCMB,43.093346,-70.875442,1344100620,8/4/12 13:17,10338,,,,,,0.5665744274954314
19,948758,UNHCMB,43.089226,-70.872223,1344097020,8/4/12 12:17,10339,,,,,,0.527116405724024
19,948758,UNHCMB,43.087038,-70.868962,1344093420,8/4/12 11:17,10340,,,,,,0.35938254563663463
19,948758,UNHCMB,43.0909,-70.860701,1344089820,8/4/12 10:17,10341,,,,,,0.7960128247053262
19,948758,UNHCMB,43.092853,-70.860357,1344086220,8/4/12 9:17,10342,,,,,,0.21881533859833813
19,948758,UNHCMB,43.091608,-70.859821,1344082680,8/4/12 8:18,10343,,,,,,0.1450270855708899
19,948758,UNHCMB,43.094569,-70.857503,1344079020,8/4/12 7:17,10344,,,,,,0.3790128634106423
19,948758,UNHCMB,43.078616,-70.867782,1344075780,8/4/12 6:23,10345,,,,,,1.9592494454822857
19,948758,UNHCMB,43.06573,-70.863469,1344071820,8/4/12 5:17,10346,,,,,,1.4741382218429564
19,948758,UNHCMB,43.062222,-70.85598,1344068220,8/4/12 4:17,10347,,,,,,0.7222473982231176
19,948758,UNHCMB,43.060945,-70.855529,1344064620,8/4/12 3:17,10348,,,,,,0.14655484241861963
19,948758,UNHCMB,43.064121,-70.862954,1344061020,8/4/12 2:17,10349,,,,,,0.6985441622164965
19,948758,UNHCMB,43.078176,-70.86879,1344057420,8/4/12 1:17,10350,,,,,,1.632133218930601
19,948758,UNHCMB,43.099355,-70.857053,1344053820,8/4/12 0:17,10351,,,,,,2.5389606262530657
19,948758,UNHCMB,43.114171,-70.856967,1344050220,8/3/12 23:17,10352,,,,,,1.6464444651378696
19,948758,UNHCMB,43.125973,-70.861816,1344046620,8/3/12 22:17,10353,,,,,,1.3692062846222968
19,948758,UNHCMB,43.125533,-70.850916,1344043020,8/3/12 21:17,10354,,,,,,0.8853981175778216
19,948758,UNHCMB,43.125082,-70.851903,1344039420,8/3/12 20:17,10355,,,,,,0.09444569963685882
19,948758,UNHCMB,43.124567,-70.853491,1344035820,8/3/12 19:17,10356,,,,,,0.14093931517532143
19,948758,UNHCMB,43.124503,-70.854864,1344032220,8/3/12 18:17,10357,,,,,,0.11158657107932732
19,948758,UNHCMB,43.124589,-70.854628,1344028620,8/3/12 17:17,10358,,,,,,0.021394336813665923
19,948758,UNHCMB,43.109944,-70.85716,1344025020,8/3/12 16:17,10359,,,,,,1.640336356813225
19,948758,UNHCMB,43.097101,-70.858791,1344021420,8/3/12 15:17,10360,,,,,,1.4333016729261256
19,948758,UNHCMB,43.101854,-70.857847,1344017820,8/3/12 14:17,10361,,,,,,0.5337027499014256
19,948758,UNHCMB,43.102316,-70.854628,1344014220,8/3/12 13:17,10362,,,,,,0.26617682331758913
19,948758,UNHCMB,43.102616,-70.854478,1344010620,8/3/12 12:17,10363,,,,,,0.03548957831911375
19,948758,UNHCMB,43.102691,-70.853813,1344007020,8/3/12 11:17,10364,,,,,,0.054595243756476605
19,948758,UNHCMB,43.101801,-70.85362,1344003420,8/3/12 10:17,10365,,,,,,0.10013336921093641
19,948758,UNHCMB,43.101779,-70.85362,1343999820,8/3/12 9:17,10366,,,,,,0.0024447524962087908
19,948758,UNHCMB,43.101769,-70.853641,1343996220,8/3/12 8:17,10367,,,,,,0.0020342263835363026
19,948758,UNHCMB,43.101704,-70.85362,1343992620,8/3/12 7:17,10368,,,,,,0.007421377417579824
19,948758,UNHCMB,43.099322,-70.8551,1343989020,8/3/12 6:17,10369,,,,,,0.2906657346081992
19,948758,UNHCMB,43.095546,-70.856624,1343985420,8/3/12 5:17,10370,,,,,,0.43745104703400944
19,948758,UNHCMB,43.083916,-70.866516,1343982180,8/3/12 4:23,10371,,,,,,1.5214109050625912
19,948758,UNHCMB,43.079957,-70.878768,1343978520,8/3/12 3:22,10372,,,,,,1.0873857268799356
19,948758,UNHCMB,43.076438,-70.886321,1343974620,8/3/12 2:17,10373,,,,,,0.7271635124856716
19,948758,UNHCMB,43.075236,-70.887158,1343971020,8/3/12 1:17,10374,,,,,,0.1498582211369946
19,948758,UNHCMB,43.074796,-70.884326,1343967420,8/3/12 0:17,10375,,,,,,0.235022842724078
19,948758,UNHCMB,43.074528,-70.878575,1343964120,8/2/12 23:22,10376,,,,,,0.46777455946774554
19,948758,UNHCMB,43.07397,-70.876107,1343960220,8/2/12 22:17,10377,,,,,,0.20971300490781639
19,948758,UNHCMB,43.073949,-70.8757,1343956620,8/2/12 21:17,10378,,,,,,0.0331200792051141
19,948758,UNHCMB,43.073959,-70.875313,1343953080,8/2/12 20:18,10379,,,,,,0.031433937769756615
19,948758,UNHCMB,43.071696,-70.879068,1343949720,8/2/12 19:22,10380,,,,,,0.39516011194994455
19,948758,UNHCMB,43.070472,-70.882008,1343945820,8/2/12 18:17,10381,,,,,,0.2747005399287177
19,948758,UNHCMB,43.07117,-70.882738,1343942220,8/2/12 17:17,10382,,,,,,0.0976121038829762
19,948758,UNHCMB,43.070033,-70.884261,1343938620,8/2/12 16:17,10383,,,,,,0.1767756814614861
19,948758,UNHCMB,43.066878,-70.88748,1343935020,8/2/12 15:17,10384,,,,,,0.4372750109296375
19,948758,UNHCMB,43.063735,-70.882373,1343931420,8/2/12 14:17,10385,,,,,,0.5421173545820837
19,948758,UNHCMB,43.063713,-70.874112,1343927820,8/2/12 13:17,10386,,,,,,0.6706937556494716
19,948758,UNHCMB,43.065333,-70.869155,1343924220,8/2/12 12:17,10387,,,,,,0.4408704708887802
19,948758,UNHCMB,43.083057,-70.866237,1343920620,8/2/12 11:17,10388,,,,,,1.9837731944598065
19,948758,UNHCMB,43.10547,-70.857096,1343917020,8/2/12 10:17,10389,,,,,,2.5987569644849606
19,948758,UNHCMB,43.11651,-70.857804,1343913420,8/2/12 9:17,10390,,,,,,1.2281650220854003
19,948758,UNHCMB,43.12196,-70.860422,1343909880,8/2/12 8:18,10391,,,,,,0.641782735102693
19,948758,UNHCMB,43.121992,-70.860872,1343906220,8/2/12 7:17,10392,,,,,,0.03667242084076412
19,948758,UNHCMB,43.122271,-70.860207,1343902620,8/2/12 6:17,10393,,,,,,0.06221389292263767
19,948758,UNHCMB,43.121284,-70.860937,1343899020,8/2/12 5:17,10394,,,,,,0.12464233670486792
19,948758,UNHCMB,43.121746,-70.860014,1343895420,8/2/12 4:17,10395,,,,,,0.09077769767098827
19,948758,UNHCMB,43.118184,-70.855722,1343891820,8/2/12 3:17,10396,,,,,,0.5271419259907327
19,948758,UNHCMB,43.107884,-70.855529,1343888220,8/2/12 2:17,10397,,,,,,1.1446957450322495
19,948758,UNHCMB,43.101522,-70.852911,1343884620,8/2/12 1:17,10398,,,,,,0.7381967162669936
19,948758,UNHCMB,43.10165,-70.852246,1343881020,8/2/12 0:17,10399,,,,,,0.055799666696187876
19,948758,UNHCMB,43.10165,-70.852375,1343877420,8/1/12 23:17,10400,,,,,,0.010466696118955
19,948758,UNHCMB,43.101683,-70.852397,1343873820,8/1/12 22:17,10401,,,,,,0.004078494890333454
19,948758,UNHCMB,43.101618,-70.852418,1343870220,8/1/12 21:17,10402,,,,,,0.007421377967319929
19,948758,UNHCMB,43.101661,-70.852397,1343866620,8/1/12 20:17,10403,,,,,,0.005073078446471199
19,948758,UNHCMB,43.101522,-70.852332,1343863020,8/1/12 19:17,10404,,,,,,0.016321925066095127
19,948758,UNHCMB,43.101618,-70.852354,1343859420,8/1/12 18:17,10405,,,,,,0.010816318865593718
19,948758,UNHCMB,43.101683,-70.852418,1343856600,8/1/12 17:30,10406,,,,,,0.008895987831805905
19,948758,UNHCMB,43.101736,-70.852439,1343852220,8/1/12 16:17,10407,,,,,,0.006131146507597908
19,948758,UNHCMB,43.101608,-70.852439,1343848620,8/1/12 15:17,10408,,,,,,0.014224014525131667
19,948758,UNHCMB,43.101532,-70.852246,1343845020,8/1/12 14:17,10409,,,,,,0.017791751811157615
19,948758,UNHCMB,43.101661,-70.852439,1343841420,8/1/12 13:17,10410,,,,,,0.021230069070985447
19,948758,UNHCMB,43.101779,-70.852439,1343837820,8/1/12 12:17,10411,,,,,,0.013112763390234261
19,948758,UNHCMB,43.101683,-70.852439,1343834220,8/1/12 11:17,10412,,,,,,0.010668010893318591
19,948758,UNHCMB,43.10165,-70.852397,1343830620,8/1/12 10:17,10413,,,,,,0.00500606288474119
19,948758,UNHCMB,43.101726,-70.852397,1343827020,8/1/12 9:17,10414,,,,,,0.008445508624230658
19,948758,UNHCMB,43.101854,-70.852268,1343823420,8/1/12 8:17,10415,,,,,,0.017659949485699638
19,948758,UNHCMB,43.101597,-70.852461,1343819820,8/1/12 7:17,10416,,,,,,0.032570598052218694
19,948758,UNHCMB,43.101618,-70.852482,1343816220,8/1/12 6:17,10417,,,,,,0.002889468886841832
19,948758,UNHCMB,43.101693,-70.852375,1343812620,8/1/12 5:17,10418,,,,,,0.01203467784833671
19,948758,UNHCMB,43.101683,-70.852482,1343809020,8/1/12 4:17,10419,,,,,,0.008752503726333695
19,948758,UNHCMB,43.099676,-70.855615,1343805420,8/1/12 3:17,10420,,,,,,0.33817545421545314
19,948758,UNHCMB,43.088658,-70.868082,1343801820,8/1/12 2:17,10421,,,,,,1.588255474443449
19,948758,UNHCMB,43.090407,-70.875013,1343798220,8/1/12 1:17,10422,,,,,,0.5951058128113103
19,948758,UNHCMB,43.09207,-70.876451,1343794620,8/1/12 0:17,10423,,,,,,0.21856161654333167
19,948758,UNHCMB,43.093475,-70.876837,1343791020,7/31/12 23:17,10424,,,,,,0.15924190089710044
19,948758,UNHCMB,43.093539,-70.876558,1343787780,7/31/12 22:23,10425,,,,,,0.023731057475110135
19,948758,UNHCMB,43.091512,-70.87497,1343783820,7/31/12 21:17,10426,,,,,,0.2595072907589313
19,948758,UNHCMB,43.089613,-70.871236,1343780220,7/31/12 20:17,10427,,,,,,0.3692614270528005
19,948758,UNHCMB,43.088497,-70.868254,1343776620,7/31/12 19:17,10428,,,,,,0.2719269765847642
19,948758,UNHCMB,43.088336,-70.867395,1343773020,7/31/12 18:17,10429,,,,,,0.07197111923561741
19,948758,UNHCMB,43.088197,-70.867353,1343769420,7/31/12 17:17,10430,,,,,,0.015817993032250784
19,948758,UNHCMB,43.082907,-70.871537,1343765820,7/31/12 16:17,10431,,,,,,0.6788782545527055
19,948758,UNHCMB,43.079077,-70.873253,1343762220,7/31/12 15:17,10432,,,,,,0.4478187604218859
19,948758,UNHCMB,43.071481,-70.871408,1343758620,7/31/12 14:17,10433,,,,,,0.857288967788339
19,948758,UNHCMB,43.064411,-70.865357,1343755020,7/31/12 13:17,10434,,,,,,0.9265857903024444
19,948758,UNHCMB,43.06264,-70.863318,1343751420,7/31/12 12:17,10435,,,,,,0.25716785456882857
19,948758,UNHCMB,43.066074,-70.866709,1343747820,7/31/12 11:17,10436,,,,,,0.47054592708035153
19,948758,UNHCMB,43.084463,-70.864756,1343744220,7/31/12 10:17,10437,,,,,,2.049619679511966
19,948758,UNHCMB,43.105223,-70.857439,1343740620,7/31/12 9:17,10438,,,,,,2.382139253129709
19,948758,UNHCMB,43.119053,-70.861044,1343737020,7/31/12 8:17,10439,,,,,,1.5644380149566033
19,948758,UNHCMB,43.118119,-70.861022,1343733720,7/31/12 7:22,10440,,,,,,0.1038061959250846
19,948758,UNHCMB,43.121735,-70.860701,1343729820,7/31/12 6:17,10441,,,,,,0.4026710942571577
19,948758,UNHCMB,43.121735,-70.860078,1343726220,7/31/12 5:17,10442,,,,,,0.05053187675725507
19,948758,UNHCMB,43.122486,-70.859284,1343722620,7/31/12 4:17,10443,,,,,,0.10541474749507654
19,948758,UNHCMB,43.122582,-70.857203,1343719020,7/31/12 3:17,10444,,,,,,0.16912565457158307
19,948758,UNHCMB,43.121692,-70.858641,1343715720,7/31/12 2:22,10445,,,,,,0.15292312984490905
19,948758,UNHCMB,43.115791,-70.856624,1343711820,7/31/12 1:17,10446,,,,,,0.6758511034421701
19,948758,UNHCMB,43.097906,-70.858812,1343708220,7/31/12 0:17,10447,,,,,,1.9953842844707357
19,948758,UNHCMB,43.096908,-70.859735,1343704620,7/30/12 23:17,10448,,,,,,0.13382330545323842
19,948758,UNHCMB,43.110244,-70.857825,1343701020,7/30/12 22:17,10449,,,,,,1.490044842226754
19,948758,UNHCMB,43.125597,-70.861666,1343697420,7/30/12 21:17,10450,,,,,,1.734319231611733
19,948758,UNHCMB,43.128376,-70.856602,1343693820,7/30/12 20:17,10451,,,,,,0.5138572784268436
19,948758,UNHCMB,43.128355,-70.856495,1343690580,7/30/12 19:23,10452,,,,,,0.008986187902199988
19,948758,UNHCMB,N/A,N/A,1343686920,7/30/12 18:22,10453,,,,,
19,948758,UNHCMB,N/A,N/A,1343683020,7/30/12 17:17,10454,,,,,
19,948758,UNHCMB,N/A,N/A,1343672280,7/30/12 14:18,10455,,,,,
19,948758,UNHCMB,43.124514,-70.864542,1343665020,7/30/12 12:17,10456,,,,,,0.7798286022718192
19,948758,UNHCMB,43.118731,-70.863125,1343661420,7/30/12 11:17,10457,,,,,,0.6528334440744874
19,948758,UNHCMB,43.125125,-70.862246,1343657820,7/30/12 10:17,10458,,,,,,0.7141019839665561
19,948758,UNHCMB,43.120254,-70.84568,1343654220,7/30/12 9:17,10459,,,,,,1.4485883313726242
19,948758,UNHCMB,43.107305,-70.794718,1343650620,7/30/12 8:17,10460,,,,,,4.377365955587255
19,948758,UNHCMB,43.079689,-70.747511,1343647020,7/30/12 7:17,10461,,,,,,4.90839998746349
19,948758,UNHCMB,43.075343,-70.712664,1343643420,7/30/12 6:17,10462,,,,,,2.8694357334315375
19,948758,UNHCMB,43.071352,-70.707514,1343639820,7/30/12 5:17,10463,,,,,,0.609473541809085
19,948758,UNHCMB,43.073884,-70.718436,1343636220,7/30/12 4:17,10464,,,,,,0.9301766620808951
19,948758,UNHCMB,43.085654,-70.760171,1343632620,7/30/12 3:17,10465,,,,,,3.631207436019753
19,948758,UNHCMB,43.120126,-70.817957,1343629020,7/30/12 2:17,10466,,,,,,6.0544455618229565
19,948758,UNHCMB,43.125876,-70.851452,1343625420,7/30/12 1:17,10467,,,,,,2.790872299044111
19,948758,UNHCMB,43.111843,-70.858297,1343621820,7/30/12 0:17,10468,,,,,,1.6553140788810297
19,948758,UNHCMB,43.100073,-70.858061,1343618220,7/29/12 23:17,10469,,,,,,1.3080827251537168
19,948758,UNHCMB,43.095149,-70.856452,1343614620,7/29/12 22:17,10470,,,,,,0.5625402164288225
19,948758,UNHCMB,43.093625,-70.856538,1343611020,7/29/12 21:17,10471,,,,,,0.16949839661040697
19,948758,UNHCMB,43.093754,-70.855894,1343607420,7/29/12 20:17,10472,,,,,,0.05418960801134872
19,948758,UNHCMB,43.094344,-70.855486,1343603820,7/29/12 19:17,10473,,,,,,0.0734490229239692
19,948758,UNHCMB,43.095814,-70.856109,1343600220,7/29/12 18:17,10474,,,,,,0.17099765402183872
19,948758,UNHCMB,43.10091,-70.855358,1343596620,7/29/12 17:17,10475,,,,,,0.5695627889587321
19,948758,UNHCMB,43.106629,-70.85568,1343593020,7/29/12 16:17,10476,,,,,,0.6360612786054861
19,948758,UNHCMB,43.099784,-70.857568,1343589420,7/29/12 15:17,10477,,,,,,0.775922429710926
19,948758,UNHCMB,43.082939,-70.868704,1343585820,7/29/12 14:17,10478,,,,,,2.078625639957302
19,948758,UNHCMB,43.072726,-70.870421,1343582220,7/29/12 13:17,10479,,,,,,1.1434457872153665
19,948758,UNHCMB,43.066664,-70.869734,1343578620,7/29/12 12:17,10480,,,,,,0.675945093101259
19,948758,UNHCMB,43.064443,-70.869541,1343575020,7/29/12 11:17,10481,,,,,,0.24730574214038706
19,948758,UNHCMB,43.06499,-70.86658,1343571420,7/29/12 10:17,10482,,,,,,0.24795809183481957
19,948758,UNHCMB,43.074839,-70.868361,1343567820,7/29/12 9:17,10483,,,,,,1.1039794991152805
19,948758,UNHCMB,43.094559,-70.859156,1343564220,7/29/12 8:17,10484,,,,,,2.3152318010599684
19,948758,UNHCMB,43.100588,-70.856023,1343560620,7/29/12 7:17,10485,,,,,,0.7165834873998154
19,948758,UNHCMB,43.102402,-70.855508,1343557380,7/29/12 6:23,10486,,,,,,0.20586629378926122
19,948758,UNHCMB,43.105202,-70.855401,1343553420,7/29/12 5:17,10487,,,,,,0.3112714032160791
19,948758,UNHCMB,43.10885,-70.855401,1343550120,7/29/12 4:22,10488,,,,,,0.405384413954589
19,948758,UNHCMB,43.106993,-70.856237,1343546220,7/29/12 3:17,10489,,,,,,0.21721932284877637
19,948758,UNHCMB,43.106157,-70.855937,1343542620,7/29/12 2:17,10490,,,,,,0.09603601912559287
19,948758,UNHCMB,43.09855,-70.857847,1343539020,7/29/12 1:17,10491,,,,,,0.8594163415788858
19,948758,UNHCMB,43.085225,-70.86746,1343535420,7/29/12 0:17,10492,,,,,,1.6736627896419345
19,948758,UNHCMB,43.082242,-70.877202,1343532120,7/28/12 23:22,10493,,,,,,0.8573456954226925
19,948758,UNHCMB,43.080676,-70.884948,1343528220,7/28/12 22:17,10494,,,,,,0.6523358525036287
19,948758,UNHCMB,43.079946,-70.888596,1343524620,7/28/12 21:17,10495,,,,,,0.3070030784069736
19,948758,UNHCMB,43.081105,-70.884154,1343521020,7/28/12 20:17,10496,,,,,,0.38284967405551595
19,948758,UNHCMB,43.082628,-70.881751,1343517420,7/28/12 19:17,10497,,,,,,0.25822911579724295
19,948758,UNHCMB,43.080965,-70.878596,1343513820,7/28/12 18:17,10498,,,,,,0.3157905723250277
19,948758,UNHCMB,43.079871,-70.874112,1343510220,7/28/12 17:17,10499,,,,,,0.38371294845351467
19,948758,UNHCMB,43.07941,-70.872996,1343506620,7/28/12 16:17,10500,,,,,,0.10406445273378595
19,948758,UNHCMB,43.079356,-70.872953,1343503020,7/28/12 15:17,10501,,,,,,0.0069419264047719115
19,948758,UNHCMB,43.079388,-70.872974,1343499420,7/28/12 14:17,10502,,,,,,0.003943410231311244
19,948758,UNHCMB,43.079292,-70.872824,1343495820,7/28/12 13:17,10503,,,,,,0.01618756766892611
19,948758,UNHCMB,43.078626,-70.87291,1343492520,7/28/12 12:22,10504,,,,,,0.07433778325157621
19,948758,UNHCMB,43.077328,-70.872953,1343488620,7/28/12 11:17,10505,,,,,,0.144282618625481
19,948758,UNHCMB,43.073208,-70.875978,1343485020,7/28/12 10:17,10506,,,,,,0.5195247902311275
19,948758,UNHCMB,43.068273,-70.875442,1343481420,7/28/12 9:17,10507,,,,,,0.5501258759648185
19,948758,UNHCMB,43.068059,-70.872438,1343477820,7/28/12 8:17,10508,,,,,,0.2450260868592403
19,948758,UNHCMB,43.069807,-70.871344,1343474220,7/28/12 7:17,10509,,,,,,0.2135866596683889
19,948758,UNHCMB,43.086319,-70.863211,1343470620,7/28/12 6:17,10510,,,,,,1.9500355835613576
19,948758,UNHCMB,43.10635,-70.856602,1343467020,7/28/12 5:17,10511,,,,,,2.28963736478972
19,948758,UNHCMB,43.111886,-70.854735,1343463420,7/28/12 4:17,10512,,,,,,0.6335602447692388
19,948758,UNHCMB,43.115845,-70.855744,1343459820,7/28/12 3:17,10513,,,,,,0.4474936953126114
19,948758,UNHCMB,43.108345,-70.856988,1343456220,7/28/12 2:17,10514,,,,,,0.8395259451300413
19,948758,UNHCMB,43.088776,-70.863404,1343452620,7/28/12 1:17,10515,,,,,,2.236055448236035
19,948758,UNHCMB,43.080246,-70.87055,1343449020,7/28/12 0:17,10516,,,,,,1.1112482495434317
19,948758,UNHCMB,43.076062,-70.873511,1343445420,7/27/12 23:17,10517,,,,,,0.523391980892231
19,948758,UNHCMB,43.074871,-70.877867,1343441820,7/27/12 22:17,10518,,,,,,0.37754290121547673
19,948758,UNHCMB,43.0722,-70.880592,1343438220,7/27/12 21:17,10519,,,,,,0.37017405372918405
19,948758,UNHCMB,43.071889,-70.875528,1343434620,7/27/12 20:17,10520,,,,,,0.41252749983068326
19,948758,UNHCMB,43.084452,-70.864134,1343431020,7/27/12 19:17,10521,,,,,,1.6746074706312246
19,948758,UNHCMB,43.102541,-70.856924,1343427420,7/27/12 18:17,10522,,,,,,2.093558362410364
19,948758,UNHCMB,43.105191,-70.854456,1343423820,7/27/12 17:17,10523,,,,,,0.3561111695060849
19,948758,UNHCMB,43.109247,-70.854263,1343420220,7/27/12 16:17,10524,,,,,,0.4509953571672275
19,948758,UNHCMB,43.109965,-70.854778,1343416620,7/27/12 15:17,10525,,,,,,0.09006489091252809
19,948758,UNHCMB,43.113323,-70.855036,1343413020,7/27/12 14:17,10526,,,,,,0.3737446382386533
19,948758,UNHCMB,43.112186,-70.854971,1343409420,7/27/12 13:17,10527,,,,,,0.12645923492802513
19,948758,UNHCMB,43.099011,-70.858018,1343405820,7/27/12 12:17,10528,,,,,,1.4847973401927077
19,948758,UNHCMB,N/A,N/A,1343402220,7/27/12 11:17,10529,,,,,
19,948758,UNHCMB,N/A,N/A,1343399340,7/27/12 10:29,10530,,,,,
20,948758,UNHCMB,43.135468,-70.935073,1343319420,7/26/12 12:17,10531,,,,,,7.448546416078274
,,,,,,,10532,,,,,
,,,,,,,10533,,,,,
1,330509,UNHCMB,43.09237,-70.864306,1318966320,10/18/11 15:32,10534,,,,,,7.476132262713386
1,330509,UNHCMB,N/A,N/A,1318965060,10/18/11 15:11,10535,,,,,
1,330509,UNHCMB,N/A,N/A,1318963260,10/18/11 14:41,10536,,,,,
1,330509,UNHCMB,43.092477,-70.865486,1318959720,10/18/11 13:42,10537,,,,,,0.09649170961755088
1,330509,UNHCMB,46.453532,-70.421097,1318955760,10/18/11 12:36,10538,,,,,,375.1373950799716
1,330509,UNHCMB,43.092102,-70.865164,1318953960,10/18/11 12:06,10539,,,,,,375.1765250563418
1,330509,UNHCMB,43.092263,-70.864971,1318947120,10/18/11 10:12,10540,,,,,,0.023777889356571047
1,330509,UNHCMB,N/A,N/A,1318941120,10/18/11 8:32,10541,,,,,
1,330509,UNHCMB,43.234988,-70.821519,1318935960,10/18/11 7:06,10542,,,,,,16.246679616561472
1,330509,UNHCMB,43.234946,-70.821433,1318928760,10/18/11 5:06,10543,,,,,,0.008382174289763211
1,330509,UNHCMB,43.234924,-70.821304,1318926960,10/18/11 4:36,10544,,,,,,0.010726205366977442
1,330509,UNHCMB,43.235021,-70.821412,1318918020,10/18/11 2:07,10545,,,,,,0.01387956161792786
1,330509,UNHCMB,43.235621,-70.820832,1318908720,10/17/11 23:32,10546,,,,,,0.08155057008989867
1,330509,UNHCMB,43.070719,-70.713201,1318898520,10/17/11 20:42,10547,,,,,,20.296087016648748
2,330509,UNHCMB,N/A,N/A,1318777860,10/16/11 11:11,10548,,,,,
3,330509,UNHCMB,N/A,N/A,1318752780,10/16/11 4:13,10549,,,,,
3,330509,UNHCMB,N/A,N/A,1318743660,10/16/11 1:41,10550,,,,,
4,330509,UNHCMB,43.070591,-70.712664,1318691520,10/15/11 11:12,10551,,,,,,0.045854634897043035
4,330509,UNHCMB,43.070387,-70.713179,1318689360,10/15/11 10:36,10552,,,,,,0.04755759547406497
4,330509,UNHCMB,43.07043,-70.713286,1318678620,10/15/11 7:37,10553,,,,,,0.009913696020786959
4,330509,UNHCMB,43.070569,-70.713158,1318674660,10/15/11 6:31,10554,,,,,,0.01861613750119057
4,330509,UNHCMB,43.070537,-70.713179,1318673520,10/15/11 6:12,10555,,,,,,0.003943516269829715
