0-737695,-70.766974,43.094838,2,1569436046
0-737695,-70.766995,43.095127,2,1569437846
0-737695,-70.775642,43.095288,2,1569439113
0-737695,-70.802379,43.111553,2,1569440914
0-737695,-70.824652,43.119954,2,1569442714
0-737695,-70.849929,43.122733,2,1569444514
0-737695,-70.859349,43.122175,2,1569446313
0-737695,-70.858362,43.114171,2,1569448114
0-737695,-70.856731,43.107959,2,1569449914
0-737695,-70.856559,43.106318,2,1569451714
0-737695,-70.857911,43.109686,2,1569453514
0-737695,-70.859349,43.115501,2,1569455313
0-737695,-70.862374,43.124278,2,1569457113
0-737695,-70.849628,43.12579,2,1569458913
0-737695,-70.837162,43.119739,2,1569461246
0-737695,-70.807893,43.116242,2,1569462514
0-737695,-70.789397,43.102112,2,1569464314
0-737695,-70.780771,43.095889,2,1569466114
0-737695,-70.758863,43.082274,2,1569467913
0-737695,-,-,2,1569470810
0-737695,-70.758133,43.079367,2,1569471513
0-737695,-70.758111,43.079453,2,1569473314
0-737695,-70.75809,43.079495,2,1569475114
0-737695,-70.758433,43.079796,2,1569476914
0-737695,-70.758498,43.079849,2,1569478714
0-737695,-70.758111,43.079592,2,1569502144
0-737695,-70.758605,43.080086,2,1569503930
,-,-,,
0-737695,-70.762274,43.086126,3,1569835259
0-737695,-70.782595,43.10017,3,1569837030
0-737695,-70.807421,43.115501,3,1569838831
0-737695,-70.829716,43.118076,3,1569841163
0-737695,-70.850229,43.125275,3,1569842963
0-737695,-70.862396,43.125511,3,1569844763
0-737695,-70.867975,43.119686,3,1569846030
0-737695,-70.865679,43.111146,3,1569848362
0-737695,-70.860529,43.114032,3,1569849631
0-737695,-70.859134,43.104311,3,1569851942
0-737695,-70.859928,43.100245,3,1569853231
0-737695,-70.861022,43.097863,3,1569855030
0-737695,-70.862031,43.100878,3,1569856831
0-737695,-70.86261,43.110062,3,1569859163
0-737695,-70.859864,43.095514,3,1569860431
,-,-,,
0-737695,-70.767939,43.093346,4,1570555231
0-737695,-70.789976,43.102981,4,1570557563
0-737695,-70.7865,43.102058,4,1570559363
0-737695,-70.799761,43.110319,4,1570561667
0-737695,-70.82257,43.12048,4,1570562430
0-737695,-70.847933,43.121338,4,1570564230
0-737695,-70.8601,43.126026,4,1570566030
0-737695,-70.865507,43.121992,4,1570567831
0-737695,-70.86304,43.118892,4,1570569630
0-737695,-70.857568,43.114504,4,1570571431
0-737695,-70.856409,43.110105,4,1570573231
0-737695,-70.856388,43.110448,4,1570575030
0-737695,-70.856838,43.114815,4,1570576831
0-737695,-70.861044,43.120136,4,1570578630
0-737695,-70.855143,43.124621,4,1570580431
0-737695,-70.855122,43.124632,4,1570582230
0-737695,-70.8551,43.124632,4,1570584031
0-737695,-70.855122,43.124664,4,1570585831
0-737695,-70.855143,43.124664,4,1570587631
0-737695,-70.8551,43.124685,4,1570589962
0-737695,-70.855122,43.124696,4,1570591231
0-737695,-70.855143,43.124621,4,1570593563
0-737695,-70.855229,43.124836,4,1570595363
0-737695,-70.855143,43.12461,4,1570597163
0-737695,-70.855079,43.124567,4,1570598431
0-737695,-70.855165,43.124664,4,1570600231
0-737695,-70.8551,43.124621,4,1570602034
0-737695,-70.855057,43.124599,4,1570603830
0-737695,-70.855165,43.12461,4,1570605657
0-737695,-70.8551,43.124642,4,1570607431
0-737695,-70.855143,43.124664,4,1570609231
0-737695,-70.855143,43.124642,4,1570611031
0-737695,-70.855186,43.124664,4,1570612831
0-737695,-70.855165,43.124642,4,1570615162
0-737695,-70.855315,43.125039,4,1570616968
0-737695,-70.855079,43.124567,4,1570618231
0-737695,-70.855079,43.124621,4,1570620031
0-737695,-70.855079,43.124664,4,1570621831
0-737695,-70.855057,43.124664,4,1570623631
0-737695,-70.8551,43.124707,4,1570625963
0-737695,-70.855165,43.124642,4,1570627236
0-737695,-70.855165,43.124728,4,1570629030
0-737695,-70.855143,43.124696,4,1570631363
,-,-,,
0-995448,-70.858641,43.115319,1,1529919601
0-995448,-70.856366,43.10694,1,1529921401
0-995448,-70.857997,43.100342,1,1529923202
0-995448,-70.859499,43.094409,1,1529925002
0-995448,-70.85922,43.093572,1,1529926802
0-995448,-70.856602,43.095009,1,1529928602
0-995448,-70.85598,43.099827,1,1529930401
0-995448,-70.854714,43.106875,1,1529932577
0-995448,-70.854199,43.109375,1,1529934000
0-995448,-70.854092,43.109386,1,1529935805
0-995448,-70.854242,43.109558,1,1529937602
0-995448,-70.854135,43.109568,1,1529939400
0-995448,-70.854135,43.109643,1,1529941201
,-,-,,
0-995448,-70.84965,43.123323,2,1530443402
0-995448,-70.85583,43.127067,2,1530445202
0-995448,-70.865099,43.123913,2,1530447002
0-995448,-70.861495,43.117068,2,1530448801
0-995448,-70.856581,43.107197,2,1530450601
0-995448,-70.857954,43.099794,2,1530452401
0-995448,-70.860035,43.092906,2,1530454200
0-995448,-70.867052,43.081706,2,1530456001
0-995448,-70.869584,43.072522,2,1530457801
0-995448,-70.866151,43.069131,2,1530459601
0-995448,-70.862868,43.068949,2,1530461400
0-995448,-70.862846,43.068981,2,1530463579
0-995448,-70.863104,43.069131,2,1530465002
0-995448,-70.862825,43.068949,2,1530466817
0-995448,-70.862889,43.068992,2,1530468602
0-995448,-70.862761,43.068928,2,1530470777
0-995448,-70.862696,43.068895,2,1530472201
0-995448,-70.862525,43.068649,2,1530474001
0-995448,-70.862889,43.068938,2,1530475827
0-995448,-70.862868,43.068981,2,1530477601
0-995448,-70.862889,43.06896,2,1530479401
0-995448,-70.862954,43.069003,2,1530481212
0-995448,-70.862932,43.068992,2,1530483707
0-995448,-70.862868,43.06897,2,1530485178
0-995448,-70.862825,43.068906,2,1530486601
0-995448,-70.862803,43.068895,2,1530488778
0-995448,-70.862739,43.068949,2,1530490579
0-995448,-70.862846,43.06896,2,1530492377
0-995448,-70.862825,43.068949,2,1530494178
0-995448,-70.862846,43.068938,2,1530495978
0-995448,-70.862868,43.069056,2,1530497400
0-995448,-70.862825,43.068885,2,1530499201
0-995448,-70.862825,43.068938,2,1530501001
0-995448,-70.862825,43.068949,2,1530503178
0-995448,-70.862868,43.06897,2,1530504627
0-995448,-70.862868,43.068928,2,1530506402
0-995448,-70.862868,43.068938,2,1530508201
0-995448,-70.862846,43.068949,2,1530510002
0-995448,-70.862846,43.068949,2,1530511802
0-995448,-70.862782,43.068981,2,1530513601
0-995448,-70.862761,43.068949,2,1530515777
0-995448,-70.862868,43.068981,2,1530517603
0-995448,-70.862846,43.06897,2,1530519001
0-995448,-70.862825,43.06896,2,1530521177
0-995448,-70.862718,43.068992,2,1530522601
0-995448,-70.862739,43.068992,2,1530524401
0-995448,-70.862825,43.069013,2,1530526577
0-995448,-70.862868,43.068981,2,1530528002
0-995448,-70.862932,43.068992,2,1530529802
0-995448,-70.862889,43.06897,2,1530531602
0-995448,-70.862825,43.068992,2,1530533402
0-995448,-70.862825,43.06897,2,1530535578
0-995448,-70.862803,43.068938,2,1530537378
,-,-,,
0-995448,-70.844929,43.120748,3,1531311001
0-995448,-70.835488,43.116896,3,1531313177
0-995448,-70.835466,43.116231,3,1531314601
0-995448,-70.835402,43.116252,3,1531316400
0-995448,-70.835574,43.116349,3,1531318578
0-995448,-,-,3,1531323627
0-995448,-,-,3,1531336261
0-995448,-,-,3,1531338687
0-995448,-70.835595,43.116328,3,1531339782
0-995448,-70.835617,43.116328,3,1531341601
0-995448,-70.835488,43.116252,3,1531343407
0-995448,-70.835509,43.11621,3,1531345207
0-995448,-70.835509,43.11622,3,1531349177
0-995448,-70.835509,43.116317,3,1531350651
0-995448,-70.835488,43.116252,3,1531352401
0-995448,-70.835509,43.116252,3,1531354201
0-995448,-70.835531,43.11621,3,1531356001
0-995448,-70.835509,43.116124,3,1531358517
0-995448,-70.835531,43.116295,3,1531361406
0-995448,-70.833299,43.116628,3,1531363200
0-995448,-70.831454,43.115233,3,1531365002
0-995448,-70.831068,43.11504,3,1531366801
0-995448,-70.832226,43.116081,3,1531368602
0-995448,-70.830896,43.116263,3,1531370402
0-995448,-70.832076,43.116188,3,1531372201
0-995448,-70.830209,43.11533,3,1531374001
0-995448,-70.831454,43.116392,3,1531375801
0-995448,-70.83287,43.116478,3,1531377600
0-995448,-70.832698,43.116049,3,1531379401
0-995448,-70.832677,43.115995,3,1531381201
0-995448,-70.832741,43.115984,3,1531383001
0-995448,-70.832591,43.116134,3,1531384800
0-995448,-70.842075,43.119171,3,1531386616
0-995448,-70.85289,43.127282,3,1531388402
0-995448,-70.864928,43.12314,3,1531390202
0-995448,-70.860658,43.117433,3,1531392001
0-995448,-70.857289,43.108935,3,1531393802
0-995448,-70.858705,43.101318,3,1531395977
0-995448,-70.858898,43.098196,3,1531397400
0-995448,-70.859993,43.099505,3,1531399201
0-995448,-70.859177,43.106843,3,1531401001
0-995448,-70.857739,43.11813,3,1531402801
0-995448,-70.857525,43.122025,3,1531404978
0-995448,-70.860465,43.121724,3,1531406401
0-995448,-70.859993,43.12196,3,1531408201
0-995448,-70.860271,43.122196,3,1531410002
0-995448,-70.860014,43.12167,3,1531411817
0-995448,-70.860486,43.121821,3,1531413602
0-995448,-70.86025,43.121531,3,1531415402
0-995448,-70.860508,43.121756,3,1531417201
0-995448,-70.860164,43.12151,3,1531419001
0-995448,-70.86231,43.121413,3,1531420801
0-995448,-70.859671,43.11842,3,1531422600
0-995448,-70.861988,43.117862,3,1531424400
0-995448,-70.857482,43.1065,3,1531426201
0-995448,-70.861194,43.094784,3,1531428000
0-995448,-70.867417,43.081974,3,1531430177
0-995448,-70.87394,43.073208,3,1531431602
0-995448,-70.881557,43.069303,3,1531433779
0-995448,-70.88748,43.06734,3,1531435201
0-995448,-70.892801,43.066653,3,1531437002
0-995448,-70.897608,43.06646,3,1531438800
0-995448,-70.899432,43.065044,3,1531440601
0-995448,-70.89853,43.064743,3,1531442400
0-995448,-70.896063,43.065226,3,1531444201
0-995448,-70.891106,43.0669,3,1531446001
0-995448,-70.885119,43.069925,3,1531448177
0-995448,-70.877523,43.073241,3,1531449601
0-995448,-70.869498,43.077436,3,1531452106
0-995448,-70.864649,43.082489,3,1531453200
0-995448,-70.862696,43.083422,3,1531455002
0-995448,-70.862482,43.083701,3,1531456802
0-995448,-70.862653,43.084012,3,1531458602
0-995448,-70.861838,43.085514,3,1531460401
0-995448,-70.860422,43.089677,3,1531462201
0-995448,-70.860207,43.091619,3,1531464377
0-995448,-70.860014,43.091651,3,1531465801
0-995448,-70.860357,43.090299,3,1531467600
0-995448,-70.860293,43.090332,3,1531469401
0-995448,-70.860186,43.090364,3,1531471210
0-995448,-70.860422,43.090364,3,1531473001
0-995448,-70.860271,43.09045,3,1531474801
0-995448,-70.86055,43.090299,3,1531476601
0-995448,-70.8604,43.090407,3,1531478402
0-995448,-70.860293,43.090396,3,1531480578
0-995448,-70.860336,43.090428,3,1531482002
0-995448,-70.860293,43.090407,3,1531483800
0-995448,-70.860164,43.090439,3,1531485600
0-995448,-70.860164,43.090492,3,1531487400
0-995448,-70.860121,43.090514,3,1531489201
0-995448,-70.860121,43.090492,3,1531491001
0-995448,-70.860186,43.090492,3,1531493177
0-995448,-70.860143,43.090503,3,1531494977
0-995448,-70.860164,43.09045,3,1531496401
0-995448,-70.860186,43.090492,3,1531498201
0-995448,-70.860143,43.090492,3,1531500001
0-995448,-70.860186,43.09046,3,1531501817
0-995448,-70.860186,43.090407,3,1531503602
0-995448,-70.860164,43.090428,3,1531505402
0-995448,-70.860186,43.090492,3,1531507202
0-995448,-70.860207,43.090535,3,1531509001
0-995448,-70.86025,43.090492,3,1531510800
0-995448,-70.860293,43.090492,3,1531512601
0-995448,-70.860336,43.09046,3,1531514401
0-995448,-70.860035,43.090385,3,1531516598
0-995448,-70.860078,43.090471,3,1531518001
0-995448,-70.860014,43.090482,3,1531519800
0-995448,-70.86025,43.090503,3,1531521616
0-995448,-70.860229,43.090482,3,1531523402
0-995448,-70.860121,43.090471,3,1531525217
0-995448,-70.860207,43.090503,3,1531527002
0-995448,-70.860229,43.09045,3,1531528802
0-995448,-70.860765,43.089999,3,1531530601
0-995448,-70.861752,43.089302,3,1531532401
0-995448,-70.857053,43.093625,3,1531534200
0-995448,-70.854886,43.095428,3,1531536000
0-995448,-70.854757,43.097209,3,1531537801
0-995448,-70.854929,43.097992,3,1531539601
0-995448,-70.854714,43.098185,3,1531541400
0-995448,-70.855422,43.097777,3,1531543201
0-995448,-70.854993,43.097895,3,1531545000
0-995448,-70.854993,43.097928,3,1531546817
0-995448,-70.854993,43.097981,3,1531548602
0-995448,-70.854971,43.097992,3,1531550402
0-995448,-70.854907,43.098003,3,1531552202
0-995448,-70.854929,43.098024,3,1531554001
0-995448,-70.854929,43.098035,3,1531555801
0-995448,-70.854929,43.098046,3,1531557601
0-995448,-70.854907,43.098056,3,1531559401
0-995448,-70.854886,43.098089,3,1531561201
0-995448,-70.854886,43.098078,3,1531563001
0-995448,-70.85495,43.097981,3,1531564801
0-995448,-70.854971,43.098003,3,1531566978
0-995448,-70.854907,43.09797,3,1531568402
0-995448,-70.854929,43.097981,3,1531570202
0-995448,-70.854971,43.097917,3,1531572002
0-995448,-70.854929,43.097981,3,1531573802
0-995448,-70.854929,43.097992,3,1531575977
0-995448,-70.854907,43.097992,3,1531577778
0-995448,-70.8548,43.098089,3,1531579201
0-995448,-70.854692,43.098013,3,1531581377
0-995448,-70.854843,43.098046,3,1531583202
0-995448,-70.854886,43.097992,3,1531584620
0-995448,-70.854886,43.098013,3,1531587106
0-995448,-70.854757,43.098099,3,1531588206
0-995448,-70.854757,43.098046,3,1531590398
0-995448,-70.854757,43.09797,3,1531592179
0-995448,-70.854714,43.098056,3,1531593633
0-995448,-70.854886,43.097928,3,1531595422
0-995448,-70.854907,43.098131,3,1531597227
0-995448,-70.854907,43.098067,3,1531599015
0-995448,-70.854907,43.098078,3,1531600800
0-995448,-70.855122,43.097756,3,1531602631
0-995448,-70.854929,43.09841,3,1531604426
0-995448,-70.854864,43.098056,3,1531606236
0-995448,-70.854821,43.098046,3,1531608031
0-995448,-70.854821,43.098089,3,1531609801
0-995448,-70.854907,43.098067,3,1531612002
0-995448,-70.85495,43.098228,3,1531613402
0-995448,-70.854821,43.098078,3,1531615927
0-995448,-70.854821,43.098121,3,1531617058
0-995448,-70.8548,43.097981,3,1531619178
0-995448,-70.8548,43.098056,3,1531620601
0-995448,-70.8548,43.098056,3,1531624577
0-995448,-70.8548,43.098067,3,1531626001
0-995448,-70.8548,43.098046,3,1531628197
0-995448,-70.854628,43.098067,3,1531629977
0-995448,-70.854843,43.098078,3,1531631401
0-995448,-70.85495,43.098067,3,1531633201
0-995448,-70.855229,43.098207,3,1531635001
0-995448,-70.854456,43.097928,3,1531636802
0-995448,-70.854864,43.098185,3,1531638983
0-995448,-70.854778,43.098153,3,1531640402
0-995448,-70.854757,43.09797,3,1531642597
0-995448,-70.854821,43.09811,3,1531644001
0-995448,-70.854843,43.097981,3,1531645801
0-995448,-70.854821,43.098089,3,1531647631
0-995448,-70.854821,43.098056,3,1531651200
0-995448,-70.854778,43.098024,3,1531655177
0-995448,-70.854821,43.098046,3,1531656978
,-,-,,1531658778
,-,-,,
368711,-70.806885,43.112787,5,1534326453
368711,-70.827291,43.117754,5,1534328303
368711,-70.857847,43.125587,5,1534330054
368711,-70.857289,43.125823,5,1534331854
368711,-70.856323,43.125318,5,1534333653
368711,-70.856323,43.125308,5,1534335452
368711,-70.856302,43.125318,5,1534337253
368711,-70.85628,43.12535,5,1534339053
368711,-70.856323,43.12534,5,1534340853
368711,-70.856152,43.125318,5,1534342653
368711,-70.856087,43.125308,5,1534344453
368711,-70.85598,43.125275,5,1534432653
,-,-,,
995448,-70.716827,43.074979,6,1534151778
995448,-70.7179,43.074989,6,1534153200
995448,-70.73307,43.074034,6,1534155001
995448,-70.76,43.085117,6,1534157178
995448,-70.788217,43.105127,6,1534158977
995448,-70.819116,43.120877,6,1534160778
995448,-70.850122,43.123773,6,1534162201
995448,-70.866537,43.122057,6,1534164002
995448,-70.865443,43.114707,6,1534165802
995448,-70.864627,43.114568,6,1534167601
995448,-70.864091,43.114815,6,1534169401
995448,-70.865099,43.11518,6,1534171906
995448,-70.864713,43.114471,6,1534173000
,-,-,,
334954,-70.863748,43.119696,5,1502627086
334954,-70.85613,43.117948,5,1502630148
334954,-70.859349,43.11739,5,1502633748
334954,-70.859799,43.11754,5,1502637349
334954,-70.8604,43.117486,5,1502641500
334954,-70.855658,43.107862,5,1502645566
334954,-70.856431,43.110759,5,1502648701
334954,-70.862288,43.12284,5,1502652301
334954,-70.861752,43.130972,5,1502655364
334954,-70.852997,43.134137,5,1502658963
334954,-,-,5,1502662594
334954,-,-,5,1502667130
334954,-70.85171,43.140156,5,1502669792
334954,-70.861838,43.128312,5,1502673916
334954,-70.85628,43.127786,5,1502676949
334954,-,-,5,1502684194
334954,-,-,5,1502687713
334954,-70.854757,43.128612,5,1502691914
334954,-70.853877,43.128709,5,1502694948
334954,-70.835938,43.118162,5,1502698554
334954,-70.833063,43.116124,5,1502702153
334954,-70.832934,43.116177,5,1502705749
334954,-70.832913,43.116145,5,1502709348
334954,-70.832891,43.116134,5,1502712949
334954,-70.832891,43.116145,5,1502716554
334954,-70.832913,43.116167,5,1502720153
334954,-70.83317,43.116134,5,1502724311
334954,-70.833106,43.116456,5,1502727349
334954,-70.833278,43.116328,5,1502730979
334954,-70.847783,43.120072,5,1502734549
334954,-70.844929,43.119814,5,1502738149
334954,-70.83802,43.116553,5,1502742307
334954,-70.831711,43.116982,5,1502750010
334954,-70.84156,43.121016,5,1502752563
334954,-,-,5,1502756194
334954,-70.828664,43.11622,5,1502760340
334954,-70.83626,43.119482,5,1502763916
334954,-70.838063,43.11651,5,1502766958
334954,-70.829115,43.119428,5,1502770534
334954,-70.838084,43.116564,5,1502774710
334954,-70.836132,43.117872,5,1502777749
334954,-70.838041,43.116574,5,1502781359
334954,-70.838063,43.116596,5,1502784954
334954,-,-,5,1502789146
334954,-70.838041,43.116596,5,1502806554
334954,-70.831497,43.114954,5,1502810706
334954,-70.834823,43.116606,5,1502814316
334954,-70.835638,43.115233,5,1502817358
334954,-70.835638,43.115276,5,1502821511
334954,-70.835488,43.11518,5,1502831754
334954,-70.836368,43.115158,5,1502835349
334954,-70.83581,43.115233,5,1502838954
334954,-70.836024,43.116295,5,1502842534
334954,-,-,5,1502846194
334954,-70.829909,43.111607,5,1502854386
334954,-70.833557,43.112261,5,1502857505
334954,-70.835853,43.115319,5,1502861110
334954,-,-,5,1502864194
334954,-70.825703,43.115984,5,1502867758
334954,-,-,5,1502871393
334954,-70.835702,43.115276,5,1502875515
334954,-70.83581,43.115287,5,1502878559
334954,-70.829587,43.112916,5,1502883171
334954,-70.828836,43.113495,5,1502886306
334954,-,-,5,1502890409
334954,-70.864756,43.080622,5,1502893509
334954,-70.860465,43.065312,5,1502896554
334954,-70.850122,43.064454,5,1502900154
334954,-70.841582,43.065441,5,1502903749
334954,-70.832076,43.061707,5,1502907333
334954,-70.834608,43.062147,5,1502910949
334954,-70.83493,43.063939,5,1502914552
334954,-70.834844,43.063885,5,1502918153
334954,-70.83832,43.06293,5,1502921734
334954,-70.835788,43.061374,5,1502925334
,-,-,,
0-614367,-70.831389,43.116413,6,1341241837
0-614367,-70.81094,43.117411,6,1341245117
0-614367,-70.81212,43.117132,6,1341249248
0-614367,-70.81742,43.117551,6,1341259496
0-614367,-70.848985,43.124117,6,1341262256
0-614367,-70.854564,43.131123,6,1341276581
0-614367,-70.84744,43.124503,6,1341278741
0-614367,-70.832613,43.11666,6,1341281976
0-614367,-70.826497,43.115941,6,1341283541
0-614367,-70.828643,43.115941,6,1341287402
0-614367,-70.830359,43.11769,6,1341289623
0-614367,-70.827484,43.115619,6,1341292195
0-614367,-70.805919,43.116971,6,1341293731
0-614367,-70.788667,43.102509,6,1341296726
0-614367,-70.782037,43.097724,6,1341298022
0-614367,-70.782294,43.096554,6,1341300773
0-614367,-70.783818,43.10032,6,1341302931
0-614367,-70.797036,43.107948,6,1341303797
0-614367,-70.83051,43.117508,6,1341306396
0-614367,-70.849693,43.125415,6,1341308759
0-614367,-70.860958,43.117014,6,1341311042
0-614367,-70.856237,43.110888,6,1341312466
0-614367,-70.859091,43.099934,6,1341315841
0-614367,-70.862052,43.088154,6,1341317616
0-614367,-70.870271,43.076931,6,1341319749
0-614367,-70.872331,43.072017,6,1341321379
0-614367,-70.875678,43.070934,6,1341323989
0-614367,-70.870399,43.080601,6,1341330098
0-614367,-70.864306,43.087338,6,1341331877
0-614367,-70.857418,43.095084,6,1341333639
0-614367,-70.859478,43.092488,6,1341338460
0-614367,-70.859349,43.094537,6,1341340476
0-614367,-70.860443,43.093486,6,1341343361
0-614367,-70.860829,43.092628,6,1341344509
0-614367,-70.866301,43.085042,6,1341346349
0-614367,-70.868254,43.078626,6,1341348167
0-614367,-70.867803,43.068434,6,1341351332
0-614367,-70.848384,43.054916,6,1341358487
0-614367,-70.847976,43.053446,6,1341360849
0-614367,-70.846903,43.05101,6,1341365318
0-614367,-70.864284,43.062662,6,1341381240
0-614367,-70.860679,43.092681,6,1341386709
0-614367,-70.859993,43.09281,6,1341389208
0-614367,-70.892758,43.065677,6,1341401429
0-614367,-70.908444,43.062179,6,1341446870
0-614367,-70.92458,43.042513,6,1341449622
0-614367,-70.936039,43.034767,6,1341451637
0-614367,-70.934665,43.027879,6,1341453777
0-614367,-70.933657,43.021785,6,1341455682
0-614367,-70.9337,43.021817,6,1341457535
0-614367,-70.934665,43.02525,6,1341459646
0-614367,-70.936618,43.031098,6,1341461260
0-614367,-70.932326,43.035207,6,1341465153
0-614367,-70.933592,43.034896,6,1341466730
0-614367,-70.933914,43.043425,6,1341479150
0-614367,-70.933507,43.035046,6,1341492316
0-614367,-70.93327,43.037353,6,1341499428
,-,-,,
614623,-70.841496,43.119814,7,1346776196
614623,-70.834157,43.116188,7,1346778432
614623,-70.834329,43.116049,7,1346782992
614623,-70.834351,43.116006,7,1346786170
614623,-70.834372,43.116006,7,1346787939
614623,-70.834351,43.115995,7,1346789767
614623,-70.834351,43.116006,7,1346792413
614623,-70.834329,43.116006,7,1346794573
614623,-70.834351,43.116016,7,1346796617
614623,-70.834329,43.115984,7,1346798416
614623,-70.834351,43.116038,7,1346800566
614623,-70.834351,43.115995,7,1346802918
614623,-70.834286,43.116038,7,1346805379
614623,-70.834329,43.115995,7,1346807057
614623,-70.834329,43.115984,7,1346809211
614623,-70.834329,43.115952,7,1346811817
614623,-70.834372,43.115995,7,1346813412
614623,-70.834372,43.116006,7,1346815690
614623,-70.834479,43.11592,7,1346817588
614623,-70.834351,43.115995,7,1346819518
614623,-70.834351,43.116006,7,1346822434
614623,-70.834372,43.116006,7,1346823376
614623,-70.834351,43.115963,7,1346826639
614623,-70.834329,43.115995,7,1346828173
614623,-70.834243,43.115995,7,1346830203
614623,-70.834351,43.115963,7,1346832399
614623,-70.835552,43.115222,7,1346834416
614623,-70.83566,43.115255,7,1346836518
614623,-70.835702,43.115308,7,1346839238
614623,-70.834072,43.116682,7,1346842812
614623,-70.834758,43.116134,7,1346844897
614623,-70.839694,43.118763,7,1346846988
614623,-70.845144,43.120319,7,1346849046
614623,-70.84935,43.121606,7,1346851576
614623,-70.859263,43.123559,7,1346853459
614623,-70.861774,43.117647,7,1346855905
614623,-70.856881,43.107079,7,1346856949
614623,-70.860722,43.091576,7,1346860599
614623,-70.863683,43.084238,7,1346862115
614623,-70.870421,43.078498,7,1346863927
614623,-70.873253,43.075547,7,1346865907
614623,-70.873361,43.076094,7,1346868004
614623,-70.870893,43.079335,7,1346869925
614623,-70.86776,43.082607,7,1346871850
614623,-70.860658,43.091844,7,1346874257
614623,-70.860078,43.092542,7,1346876417
614623,-70.859284,43.091812,7,1346878265
614623,-70.859263,43.091812,7,1346880599
614623,-70.859242,43.091812,7,1346882887
614623,-70.859263,43.091844,7,1346884566
614623,-70.859263,43.091866,7,1346887256
614623,-70.859242,43.091844,7,1346888887
614623,-70.859242,43.091791,7,1346891056
614623,-70.859156,43.091877,7,1346892731
614623,-70.859263,43.091801,7,1346895655
614623,-70.859284,43.091812,7,1346897108
614623,-70.859606,43.091565,7,1346900405
614623,-70.869327,43.071771,7,1346904237
614623,-70.863962,43.063402,7,1346907828
614623,-70.861323,43.062286,7,1346909606
614623,-70.859714,43.062426,7,1346912389
614623,-70.860765,43.06366,7,1346914210
614623,-70.863898,43.065494,7,1346916338
614623,-70.868704,43.070301,7,1346917930
614623,-70.870163,43.079485,7,1346920090
614623,-70.86349,43.086662,7,1346922010
614623,-70.858834,43.097681,7,1346924688
